subID,domEyeR,threshStHi,threshStLo,thresh,Trial_number,Sentence_ID,Sentence_pixel_length,Congruent_1,Familiar_1,LocationTop_1,LocationcuedTop_1,Trialcorrect_1,Trialbroken_1,ST
49,1,0.24862,0.2398,0.24421,125,30,97,0,1,0,1,1,1,1.1918
49,1,0.24862,0.2398,0.24421,126,4,125,0,1,0,1,1,1,2.0364
49,1,0.24862,0.2398,0.24421,129,13,118,1,0,1,1,1,1,1.3844
49,1,0.24862,0.2398,0.24421,130,17,113,1,1,0,1,0,1,1.1669
49,1,0.24862,0.2398,0.24421,132,11,125,0,0,0,1,1,1,1.3948
49,1,0.24862,0.2398,0.24421,133,12,117,0,0,0,1,1,1,1.3146
49,1,0.24862,0.2398,0.24421,134,28,108,1,0,1,1,1,1,1.9208
49,1,0.24862,0.2398,0.24421,136,20,110,1,0,0,1,1,1,1.1342
49,1,0.24862,0.2398,0.24421,138,7,127,1,1,0,1,1,1,1.4972
49,1,0.24862,0.2398,0.24421,139,18,117,0,1,1,1,1,1,1.5126
49,1,0.24862,0.2398,0.24421,141,22,111,1,1,1,1,1,1,1.4942
49,1,0.24862,0.2398,0.24421,142,14,115,0,1,1,1,1,1,1.2266
49,1,0.24862,0.2398,0.24421,143,17,121,0,1,1,1,1,1,1.4622
49,1,0.24862,0.2398,0.24421,145,21,109,0,1,1,1,1,1,1.7994
49,1,0.24862,0.2398,0.24421,146,22,115,0,1,1,1,1,1,1.2992
49,1,0.24862,0.2398,0.24421,148,7,128,0,0,1,1,1,1,1.9432
49,1,0.24862,0.2398,0.24421,150,26,105,0,0,1,1,1,1,1.3827
49,1,0.24862,0.2398,0.24421,151,6,129,0,1,0,1,1,1,1.1071
49,1,0.24862,0.2398,0.24421,152,10,124,1,1,0,1,1,1,1.2007
49,1,0.24862,0.2398,0.24421,153,12,122,1,1,0,1,1,1,1.2049
49,1,0.24862,0.2398,0.24421,154,4,125,0,0,0,1,1,1,1.4014
49,1,0.24862,0.2398,0.24421,155,27,104,0,1,0,1,1,1,1.1894
49,1,0.24862,0.2398,0.24421,157,17,113,1,0,0,1,1,1,1.1281
49,1,0.24862,0.2398,0.24421,158,1,136,0,1,0,1,1,1,1.7607
49,1,0.24862,0.2398,0.24421,159,15,116,1,1,1,1,1,1,1.8658
49,1,0.24862,0.2398,0.24421,160,19,115,1,0,1,1,1,1,1.3862
49,1,0.24862,0.2398,0.24421,161,3,133,0,1,1,1,1,1,1.5287
49,1,0.24862,0.2398,0.24421,163,24,110,1,0,0,1,1,1,1.3936
49,1,0.24862,0.2398,0.24421,165,19,112,0,1,0,1,1,1,1.0464
49,1,0.24862,0.2398,0.24421,168,26,105,0,1,1,1,1,1,1.1551
49,1,0.24862,0.2398,0.24421,170,9,129,0,1,1,1,1,1,1.2564
49,1,0.24862,0.2398,0.24421,171,6,129,1,1,1,1,1,1,1.713
49,1,0.24862,0.2398,0.24421,177,3,129,1,0,0,1,1,1,1.3344
49,1,0.24862,0.2398,0.24421,180,21,114,1,1,0,1,0,1,1.1464
49,1,0.24862,0.2398,0.24421,181,5,129,0,0,1,1,1,1,1.2392
49,1,0.24862,0.2398,0.24421,182,19,115,1,1,1,1,1,1,1.3587
49,1,0.24862,0.2398,0.24421,184,27,106,1,1,0,1,1,1,1.3072
49,1,0.24862,0.2398,0.24421,186,23,109,1,1,0,1,1,1,1.3658
49,1,0.24862,0.2398,0.24421,189,8,128,0,1,0,1,1,1,1.3637
49,1,0.24862,0.2398,0.24421,191,10,124,1,0,1,1,1,1,1.0886
49,1,0.24862,0.2398,0.24421,192,29,102,0,1,0,1,1,1,1.1187
49,1,0.24862,0.2398,0.24421,193,1,134,1,0,1,1,1,1,1.3445
49,1,0.24862,0.2398,0.24421,194,9,125,1,1,0,1,1,1,1.2268
49,1,0.24862,0.2398,0.24421,195,28,100,0,1,1,1,1,1,1.2916
49,1,0.24862,0.2398,0.24421,196,23,109,1,0,1,1,1,1,1.3373
49,1,0.24862,0.2398,0.24421,197,10,128,0,1,0,1,1,1,1.0406
49,1,0.24862,0.2398,0.24421,200,12,122,1,1,1,1,1,1,1.1587
49,1,0.24862,0.2398,0.24421,201,3,133,0,0,1,1,1,1,1.2099
49,1,0.24862,0.2398,0.24421,203,11,123,1,1,0,1,1,1,1.0634
49,1,0.24862,0.2398,0.24421,205,21,114,1,0,1,1,1,1,1.2061
49,1,0.24862,0.2398,0.24421,206,22,115,0,1,0,1,1,1,1.621
49,1,0.24862,0.2398,0.24421,209,17,121,0,1,0,1,1,1,1.3798
49,1,0.24862,0.2398,0.24421,210,18,111,1,0,1,1,1,1,1.2186
49,1,0.24862,0.2398,0.24421,211,15,116,1,0,0,1,1,1,1.5705
49,1,0.24862,0.2398,0.24421,212,1,134,1,0,0,1,1,1,1.3879
49,1,0.24862,0.2398,0.24421,213,25,106,1,0,0,1,1,1,1.2606
49,1,0.24862,0.2398,0.24421,215,6,129,1,0,1,1,1,1,1.1765
49,1,0.24862,0.2398,0.24421,216,6,129,0,1,1,1,1,1,1.2995
49,1,0.24862,0.2398,0.24421,217,16,111,0,1,1,1,1,1,1.5152
49,1,0.24862,0.2398,0.24421,219,18,111,1,0,0,1,1,1,1.3761
49,1,0.24862,0.2398,0.24421,220,13,118,1,0,0,1,1,1,1.5146
49,1,0.24862,0.2398,0.24421,221,17,121,0,0,1,1,1,1,1.3287
49,1,0.24862,0.2398,0.24421,222,25,111,0,0,0,1,1,1,1.2397
49,1,0.24862,0.2398,0.24421,224,25,111,0,1,0,1,1,1,1.1132
49,1,0.24862,0.2398,0.24421,225,24,110,0,0,0,1,1,1,1.2696
49,1,0.24862,0.2398,0.24421,227,2,133,0,0,0,1,1,1,1.1832
49,1,0.24862,0.2398,0.24421,228,7,127,1,0,0,1,1,1,1.5189
49,1,0.24862,0.2398,0.24421,229,15,121,0,0,1,1,1,1,1.2966
49,1,0.24862,0.2398,0.24421,231,16,111,0,0,1,1,1,1,1.261
49,1,0.24862,0.2398,0.24421,232,22,111,1,0,0,1,1,1,1.1786
49,1,0.24862,0.2398,0.24421,234,19,115,1,1,0,1,1,1,1.2302
49,1,0.24862,0.2398,0.24421,235,18,111,1,1,0,1,1,1,1.3342
49,1,0.24862,0.2398,0.24421,236,12,117,0,1,1,1,1,1,1.2437
49,1,0.24862,0.2398,0.24421,237,2,133,0,0,1,1,1,1,1.5299
49,1,0.24862,0.2398,0.24421,238,5,129,0,1,1,1,1,1,1.4721
49,1,0.24862,0.2398,0.24421,240,30,97,0,0,1,1,1,1,1.5644
49,1,0.24862,0.2398,0.24421,241,25,111,0,0,1,1,1,1,1.3605
49,1,0.24862,0.2398,0.24421,242,21,109,0,0,1,1,1,1,1.6513
49,1,0.24862,0.2398,0.24421,243,2,133,0,1,1,1,1,1,1.3951
49,1,0.24862,0.2398,0.24421,245,21,114,1,0,0,1,1,1,1.2224
49,1,0.24862,0.2398,0.24421,247,21,114,1,1,1,1,1,1,1.2989
49,1,0.24862,0.2398,0.24421,249,29,102,0,1,1,1,1,1,1.5478
49,1,0.24862,0.2398,0.24421,255,16,111,0,0,0,1,0,1,1.1158
49,1,0.24862,0.2398,0.24421,256,9,125,1,1,1,1,1,1,1.347
49,1,0.24862,0.2398,0.24421,257,14,115,0,1,0,1,1,1,1.0507
49,1,0.24862,0.2398,0.24421,258,4,128,1,1,1,1,1,1,1.1268
49,1,0.24862,0.2398,0.24421,260,30,96,1,0,0,1,1,1,1.2491
49,1,0.24862,0.2398,0.24421,263,29,102,0,0,0,1,1,1,1.0484
49,1,0.24862,0.2398,0.24421,266,17,121,0,0,0,1,1,1,0.93939
49,1,0.24862,0.2398,0.24421,267,26,106,1,0,0,1,1,1,1.4003
49,1,0.24862,0.2398,0.24421,268,20,110,1,1,0,1,1,1,1.3428
49,1,0.24862,0.2398,0.24421,270,1,134,1,1,0,1,1,1,1.23
49,1,0.24862,0.2398,0.24421,273,28,108,1,1,0,1,1,1,1.293
49,1,0.24862,0.2398,0.24421,274,12,122,1,0,0,1,1,1,1.3689
49,1,0.24862,0.2398,0.24421,277,27,104,0,0,1,1,1,1,1.251
49,1,0.24862,0.2398,0.24421,278,5,133,1,0,0,1,1,1,1.2985
49,1,0.24862,0.2398,0.24421,279,18,111,1,1,1,1,1,1,1.1591
49,1,0.24862,0.2398,0.24421,282,23,109,1,1,1,1,1,1,1.6202
49,1,0.24862,0.2398,0.24421,285,11,125,0,0,1,1,1,1,1.7314
49,1,0.24862,0.2398,0.24421,287,28,108,1,1,1,1,1,1,1.6746
49,1,0.24862,0.2398,0.24421,288,4,128,1,0,0,1,1,1,1.2939
49,1,0.24862,0.2398,0.24421,289,5,133,1,1,0,1,1,1,1.1941
49,1,0.24862,0.2398,0.24421,290,9,129,0,1,0,1,1,1,1.5096
49,1,0.24862,0.2398,0.24421,291,24,110,0,1,0,1,1,1,1.6277
49,1,0.24862,0.2398,0.24421,292,10,128,0,0,1,1,1,1,1.275
49,1,0.24862,0.2398,0.24421,294,1,136,0,1,1,1,1,1,1.3129
49,1,0.24862,0.2398,0.24421,296,8,128,0,1,1,1,1,1,1.8963
49,1,0.24862,0.2398,0.24421,298,12,117,0,1,0,1,1,1,1.2939
49,1,0.24862,0.2398,0.24421,304,15,121,0,1,0,1,1,1,1.5072
49,1,0.24862,0.2398,0.24421,305,30,96,1,1,0,1,1,1,1.4744
49,1,0.24862,0.2398,0.24421,313,26,106,1,1,0,1,1,1,1.1635
49,1,0.24862,0.2398,0.24421,315,29,93,1,0,0,1,1,1,1.2992
49,1,0.24862,0.2398,0.24421,322,15,116,1,1,0,1,1,1,1.3358
49,1,0.24862,0.2398,0.24421,323,16,111,0,1,0,1,1,1,1.237
49,1,0.24862,0.2398,0.24421,328,5,129,0,1,0,1,1,1,1.4342
49,1,0.24862,0.2398,0.24421,331,6,129,0,0,1,1,1,1,1.2408
49,1,0.24862,0.2398,0.24421,332,13,118,0,0,0,1,1,1,1.1234
49,1,0.24862,0.2398,0.24421,334,19,112,0,0,0,1,1,1,1.2315
49,1,0.24862,0.2398,0.24421,339,3,133,0,1,0,1,1,1,1.2069
49,1,0.24862,0.2398,0.24421,344,26,105,0,1,0,1,1,1,1.3537
49,1,0.24862,0.2398,0.24421,345,28,100,0,1,0,1,1,1,1.3232
49,1,0.24862,0.2398,0.24421,346,24,110,1,1,0,1,1,1,1.143
49,1,0.24862,0.2398,0.24421,348,1,136,0,0,0,1,1,1,1.0454
49,1,0.24862,0.2398,0.24421,350,6,129,1,0,0,1,1,1,1.2583
49,1,0.24862,0.2398,0.24421,351,21,109,0,1,0,1,0,1,1.022
49,1,0.24862,0.2398,0.24421,352,23,103,0,1,0,1,1,1,1.191
49,1,0.24862,0.2398,0.24421,354,11,125,0,1,0,1,1,1,1.3778
49,1,0.24862,0.2398,0.24421,361,4,128,1,0,1,1,1,1,1.4239
49,1,0.24862,0.2398,0.24421,371,14,121,1,0,0,1,1,1,1.1835
49,1,0.24862,0.2398,0.24421,374,30,97,0,0,0,1,1,1,1.2941
49,1,0.24862,0.2398,0.24421,380,11,123,1,0,0,1,1,1,1.2656
49,1,0.24862,0.2398,0.24421,382,22,115,0,0,0,1,1,1,1.2529
49,1,0.24862,0.2398,0.24421,384,14,115,0,0,0,1,1,1,1.1171
49,1,0.24862,0.2398,0.24421,385,18,117,0,1,0,1,1,1,1.4678
49,1,0.24862,0.2398,0.24421,386,20,115,0,0,0,1,1,1,1.4227
49,1,0.24862,0.2398,0.24421,387,20,115,0,1,0,1,1,1,1.2763
49,1,0.24862,0.2398,0.24421,390,9,129,0,0,0,1,1,1,1.1008
49,1,0.24862,0.2398,0.24421,395,16,128,1,1,0,1,1,1,1.2645
49,1,0.24862,0.2398,0.24421,396,9,125,1,0,0,1,1,1,1.2612
49,1,0.24862,0.2398,0.24421,397,22,111,1,0,1,1,1,1,1.079
