subID,Trial_number,Sentence_pixel_length,Congruent_1,Familiar_1,LocationTop_1,Cued_1,Trialcorrect_1,Trialbroken_1,ST
1,8,128,0,1,1,1,1,1,1.5846
1,10,124,1,0,0,0,1,1,1.3654
1,31,0,0,0,1,1,1,1,0.583
1,3,129,1,1,0,0,1,1,1.7161
1,2,133,0,1,0,1,1,1,1.469
1,3,133,0,0,1,0,1,1,1.3194
1,27,106,1,0,1,0,0,1,1.3981
1,24,110,0,0,0,0,1,1,1.5677
1,22,115,0,0,1,0,1,1,1.4442
1,3,133,0,0,0,1,1,1,1.6248
1,10,124,1,1,1,1,1,1,1.2447
1,5,129,0,1,0,0,1,1,1.3101
1,30,96,1,0,1,1,1,1,1.5246
1,20,110,1,1,0,0,1,1,1.5824
1,11,125,0,1,1,1,1,1,1.9447
1,13,118,0,0,1,0,1,1,1.7596
1,21,114,1,1,1,0,1,1,1.7451
1,28,100,0,1,0,1,0,0,0.0096758
1,6,129,1,1,1,1,1,1,1.389
1,22,115,0,1,0,1,1,1,1.5247
1,12,122,1,0,1,0,1,1,1.3267
1,32,0,1,1,1,1,1,1,0.3539
1,12,117,0,0,0,1,1,1,1.3551
1,20,110,1,0,1,0,1,1,1.5614
1,16,128,1,0,0,0,1,1,1.3849
1,13,118,1,0,1,0,1,1,1.358
1,19,115,1,1,1,0,1,1,1.4955
1,4,125,0,0,1,0,1,1,1.383
1,8,129,1,0,0,1,1,1,1.398
1,29,93,1,1,0,1,1,1,1.3686
1,24,110,1,0,0,1,1,1,1.2777
1,9,129,0,0,0,0,1,1,1.5482
1,10,128,0,0,0,1,1,1,1.4589
1,17,113,1,0,0,0,1,1,1.4858
1,12,117,0,0,0,0,1,1,1.2957
1,32,0,1,0,0,1,1,1,1.4883
1,3,129,1,0,0,0,1,1,1.5326
1,15,116,1,0,0,0,1,1,1.5135
1,15,121,0,0,0,1,1,1,1.6206
1,1,134,1,1,0,0,1,1,1.6203
1,13,118,0,1,1,1,1,1,1.4437
1,10,124,1,1,0,1,1,1,1.5005
1,18,117,0,1,1,1,0,1,1.4647
1,14,121,1,1,1,1,1,1,1.6881
1,9,125,1,1,0,1,1,1,1.2418
1,27,104,0,1,1,0,1,1,1.76
1,15,121,0,1,1,0,1,1,1.5125
1,31,0,0,0,0,1,1,1,0.48185
1,15,121,0,0,0,0,1,1,1.7851
1,25,111,0,1,0,0,1,1,1.5733
1,29,93,1,1,1,0,1,1,1.5889
1,20,115,0,1,0,1,1,1,1.2578
1,7,128,0,1,1,0,0,1,1.7629
1,27,104,0,1,0,0,1,1,1.6565
1,2,133,0,1,0,0,1,1,1.4931
1,17,121,0,0,1,0,1,1,1.6216
1,5,133,1,1,1,1,1,1,1.524
1,13,118,0,0,0,1,1,1,1.5601
1,2,131,1,0,1,0,1,1,1.6622
1,26,105,0,0,0,0,1,1,1.7684
1,9,125,1,1,0,0,1,1,1.5561
1,15,116,1,1,1,0,1,1,1.8243
1,24,110,1,0,1,0,1,1,1.4826
1,5,129,0,0,1,1,1,1,1.5164
1,32,0,0,0,0,1,1,1,0.34468
1,1,134,1,1,1,0,1,1,1.5284
1,20,110,1,0,1,1,1,1,1.6187
1,2,133,0,0,0,1,1,1,1.6442
1,29,93,1,0,1,1,1,1,1.3888
1,26,106,1,1,0,1,1,1,1.5437
1,14,121,1,1,1,0,1,1,1.5634
1,14,115,0,0,1,0,1,1,1.7557
1,11,125,0,0,0,1,1,1,1.701
1,13,118,0,1,1,0,1,1,1.5075
1,18,111,1,0,1,0,1,1,1.4147
1,17,113,1,1,1,1,1,1,1.5245
1,10,128,0,0,1,1,1,1,1.4937
1,24,110,0,1,0,0,1,1,1.3691
1,6,129,1,1,0,1,1,1,1.5201
1,28,100,0,1,0,0,1,1,1.2598
1,25,106,1,0,1,0,1,1,1.3052
1,24,110,1,1,1,0,1,1,1.4592
1,19,112,0,1,0,0,1,1,1.5012
1,18,111,1,0,0,1,1,1,1.4428
1,31,0,1,0,0,1,1,1,0.54332
1,6,129,1,0,1,1,1,1,1.4589
1,3,133,0,1,1,1,1,1,1.3503
1,27,104,0,0,0,1,1,1,1.6231
1,30,96,1,0,0,0,1,1,1.2738
1,23,109,1,0,1,1,1,1,1.3366
1,10,124,1,1,0,0,1,1,1.4
1,26,105,0,1,1,1,1,1,1.2792
1,17,113,1,0,1,1,1,1,1.3559
1,5,133,1,1,0,1,1,1,1.3747
1,27,104,0,1,0,1,1,1,1.4685
1,21,109,0,1,1,0,1,1,1.4336
1,24,110,0,0,0,1,1,1,1.5722
1,15,121,0,0,1,1,1,1,1.3493
1,14,121,1,0,1,0,1,1,1.3929
1,31,0,1,0,1,1,1,1,0.27533
1,12,122,1,1,0,1,1,1,1.5129
1,19,115,1,1,0,0,1,1,1.7506
1,23,103,0,1,1,1,1,1,1.6868
1,7,128,0,1,0,0,1,1,1.6154
1,14,121,1,0,1,1,1,1,1.3935
1,1,134,1,1,0,1,1,1,1.5984
1,12,117,0,1,0,0,1,1,1.6262
1,9,125,1,1,1,0,0,0,0.0062002
1,3,129,1,1,1,1,1,1,1.5811
1,22,115,0,1,1,0,1,1,1.2733
1,23,109,1,1,1,1,1,1,1.5994
1,10,124,1,0,0,1,1,1,1.3872
1,17,121,0,1,0,1,1,1,1.5419
1,31,0,0,1,1,1,1,1,0.14646
1,7,127,1,1,1,0,1,1,1.4162
1,19,115,1,1,0,1,1,1,1.4018
1,9,125,1,0,1,1,1,1,1.4017
1,6,129,0,0,1,1,1,1,1.406
1,4,128,1,1,0,0,1,1,1.2996
1,7,128,0,0,1,0,1,1,1.4242
1,15,116,1,0,1,0,1,1,1.5296
1,11,123,1,0,1,1,1,1,1.3855
1,5,133,1,0,0,0,1,1,1.2627
1,18,117,0,0,0,1,1,1,1.5458
1,5,133,1,0,0,1,1,1,1.6374
1,2,131,1,0,0,0,1,1,1.6452
1,21,109,0,1,0,1,1,1,1.5602
1,1,134,1,1,1,1,1,1,1.63
1,29,93,1,0,0,0,1,1,1.4547
1,17,121,0,1,1,0,1,1,1.4773
1,31,0,0,0,1,1,1,1,0.69801
1,3,133,0,0,0,0,1,1,1.7098
1,2,131,1,1,1,1,1,1,1.5748
1,6,129,0,1,1,0,1,1,1.4324
1,28,108,1,0,1,1,1,1,1.8549
1,22,115,0,0,1,1,1,1,1.6023
1,4,125,0,0,1,1,1,1,1.4976
1,8,128,0,0,1,1,1,1,1.4924
1,23,103,0,0,1,1,1,1,1.7209
1,2,131,1,0,0,1,1,1,1.5149
1,24,110,0,1,0,1,1,1,1.4615
1,13,118,1,0,0,1,1,1,1.9627
1,20,115,0,1,1,0,1,1,1.4016
1,19,112,0,1,1,1,1,1,1.3992
1,21,109,0,0,1,0,1,1,1.4204
1,22,115,0,1,1,1,1,1,1.4094
1,7,127,1,1,1,1,1,1,1.4859
1,27,106,1,1,0,1,1,1,1.3056
1,8,129,1,0,1,1,1,1,1.2783
1,32,0,0,0,0,1,1,1,0.2286
1,30,96,1,1,0,1,1,1,1.6406
1,25,111,0,1,1,0,1,1,1.3935
1,24,110,1,1,0,1,1,1,1.2675
1,13,118,0,1,0,1,1,1,1.4645
1,23,103,0,1,1,0,1,1,1.4706
1,10,128,0,1,0,1,1,1,1.5968
1,17,121,0,1,0,0,1,1,1.6742
1,25,106,1,1,0,1,1,1,1.4085
1,27,106,1,0,0,0,1,1,1.6935
1,19,112,0,0,0,1,1,1,1.8556
1,19,115,1,0,0,1,1,1,1.5236
1,4,128,1,1,0,1,1,1,1.5849
1,4,128,1,0,1,1,1,1,1.3036
1,1,136,0,0,1,1,1,1,1.6989
1,31,0,0,0,0,1,1,1,0.70817
1,21,109,0,0,0,0,1,1,1.4412
1,15,116,1,1,1,1,1,1,1.3774
1,10,128,0,0,0,0,1,1,1.4445
1,17,113,1,1,1,0,1,1,1.5842
1,9,129,0,0,1,1,1,1,1.4729
1,12,117,0,1,1,0,0,1,1.5918
1,26,106,1,0,0,1,1,1,1.3836
1,28,108,1,1,1,0,1,1,1.5796
1,10,128,0,1,1,1,1,1,1.3533
1,15,121,0,1,0,0,1,1,1.5798
1,27,104,0,1,1,1,1,1,1.5291
1,16,111,0,0,0,0,1,1,1.7327
1,9,125,1,0,1,0,1,1,1.4799
1,12,122,1,1,1,1,1,1,1.5424
1,32,0,0,1,0,1,1,1,0.25839
1,23,103,0,1,0,0,1,1,1.6728
1,30,97,0,0,1,1,1,1,1.3958
1,28,100,0,1,1,0,1,1,1.3228
1,17,113,1,1,0,0,1,1,1.9683
1,23,103,0,1,0,1,1,1,1.2831
1,2,131,1,1,0,1,1,1,1.2764
1,28,108,1,0,0,1,1,1,1.4021
1,9,129,0,0,0,1,1,1,1.3973
1,24,110,1,1,0,0,1,1,1.484
1,25,111,0,1,1,1,1,1,1.3874
1,32,0,1,0,0,1,1,1,0.7029
1,11,125,0,0,1,0,1,1,1.4489
1,29,102,0,0,0,1,1,1,1.5578
1,18,117,0,0,1,0,1,1,1.5947
1,1,134,1,0,1,1,1,1,1.5751
1,15,121,0,1,0,1,1,1,1.5689
1,8,129,1,1,0,0,1,1,1.6189
1,8,128,0,0,0,1,1,1,1.7975
1,6,129,0,0,1,0,1,1,1.6335
1,7,128,0,1,0,1,1,1,1.3759
1,30,97,0,0,1,0,1,1,1.3776
1,3,129,1,0,1,0,1,1,1.6036
1,26,106,1,0,1,0,1,1,1.3464
1,30,96,1,1,1,0,1,1,1.5449
1,12,122,1,0,0,1,1,1,1.2765
1,11,125,0,1,0,1,1,1,1.3174
1,31,0,1,0,0,1,1,1,0.2903
1,4,125,0,1,1,1,1,1,1.5597
1,13,118,0,0,0,0,1,1,1.2934
1,23,103,0,0,0,1,1,1,1.4692
1,30,97,0,1,0,0,1,1,1.5065
1,12,122,1,1,1,0,1,1,1.7889
1,16,128,1,0,1,1,1,1,1.3481
1,22,111,1,1,1,0,1,1,1.3604
1,26,106,1,1,1,1,0,1,1.4992
1,26,105,0,1,1,0,1,1,1.3563
1,28,108,1,1,0,1,1,1,1.5233
1,3,129,1,1,1,0,1,1,1.4268
1,22,115,0,0,0,1,1,1,1.6405
1,19,112,0,0,1,0,0,1,1.7117
1,18,117,0,1,1,0,1,1,1.3947
1,20,115,0,0,0,1,1,1,1.4334
1,20,110,1,1,1,1,1,1,1.5651
1,15,116,1,1,0,1,1,1,1.3526
1,12,117,0,0,1,0,1,1,1.3831
1,31,0,1,1,1,1,1,1,0.93279
1,24,110,1,1,1,1,1,1,1.0834
1,30,96,1,0,1,0,1,1,1.4989
1,28,100,0,0,0,0,1,1,1.3748
1,3,133,0,1,0,0,1,1,1.4012
1,30,97,0,1,1,1,1,1,1.4299
1,16,128,1,1,0,0,1,1,1.4184
1,12,117,0,0,1,1,1,1,1.3986
1,1,134,1,0,1,0,1,1,1.5203
1,28,100,0,0,0,1,1,1,1.5132
1,21,109,0,1,0,0,1,1,1.2864
1,24,110,0,1,1,0,1,1,1.4567
1,18,111,1,1,0,1,1,1,1.3342
1,32,0,1,1,1,1,1,1,1.4593
1,26,106,1,0,0,0,1,1,1.3144
1,25,111,0,1,0,1,1,1,1.851
1,17,113,1,1,0,1,1,1,1.2168
1,22,115,0,0,0,0,1,1,1.2797
1,26,105,0,0,1,0,1,1,1.2524
1,13,118,1,1,1,1,1,1,1.3606
1,3,129,1,1,0,1,1,1,1.2637
1,26,105,0,0,0,1,1,1,1.4417
1,16,111,0,1,0,1,1,1,1.6113
1,13,118,1,0,0,0,1,1,1.7801
1,13,118,0,0,1,1,1,1,1.5069
1,23,103,0,0,1,0,1,1,1.3537
1,16,111,0,1,1,1,1,1,1.4007
1,5,133,1,1,1,0,1,1,1.5848
1,21,114,1,0,0,0,1,1,1.2758
1,24,110,1,0,0,0,1,1,1.3478
1,18,111,1,1,1,0,1,1,1.4672
1,32,0,0,1,1,1,1,1,0.23316
1,18,117,0,0,1,1,1,1,1.3365
1,15,116,1,0,1,1,1,1,1.4247
1,5,133,1,0,1,0,1,1,1.4863
1,19,115,1,1,1,1,1,1,1.5873
1,25,106,1,1,1,1,1,1,1.4914
1,6,129,0,0,0,0,1,1,1.2217
1,6,129,1,1,1,0,1,1,1.4404
1,10,124,1,1,1,0,1,1,1.3579
1,9,129,0,1,0,0,1,1,1.3769
1,17,113,1,0,1,0,1,1,1.6229
1,17,121,0,1,1,1,1,1,1.4295
1,4,128,1,1,1,1,1,1,1.5421
1,31,0,0,1,1,1,1,1,0.73607
1,29,102,0,1,0,0,1,1,1.3897
1,14,115,0,1,0,1,1,1,1.3387
1,13,118,1,1,1,0,1,1,1.5512
1,29,102,0,0,1,0,1,1,1.4247
1,2,133,0,0,0,0,1,1,1.4293
1,6,129,0,0,0,1,1,1,1.3348
1,18,117,0,0,0,0,1,1,1.4378
1,30,97,0,1,1,0,1,1,1.2927
1,24,110,1,0,1,1,1,1,1.4343
1,19,115,1,0,1,0,1,1,1.3419
1,26,105,0,0,1,1,1,1,1.4039
1,30,96,1,1,1,1,1,1,1.343
1,18,111,1,1,0,0,1,1,1.5982
1,4,128,1,1,1,0,1,1,1.5181
1,21,114,1,1,0,0,1,1,1.7407
1,16,111,0,0,1,0,1,1,1.2717
1,1,136,0,0,0,1,1,1,1.3412
1,12,117,0,1,1,1,1,1,1.227
1,31,0,1,1,0,1,1,1,0.46657
1,27,106,1,1,1,1,1,1,1.5955
1,8,129,1,0,1,0,1,1,1.4843
1,12,122,1,0,0,0,1,1,1.7664
1,28,100,0,0,1,0,1,1,1.3971
1,18,117,0,1,0,0,1,1,1.2582
1,30,97,0,0,0,0,0,1,1.0718
1,12,117,0,1,0,1,1,1,1.3283
1,14,115,0,1,1,1,1,1,1.4749
1,27,104,0,0,1,1,1,1,1.664
1,1,136,0,1,0,0,1,1,1.1963
1,25,111,0,0,0,1,1,1,1.2233
1,18,111,1,0,1,1,1,1,1.3263
1,17,121,0,0,0,0,1,1,1.5363
1,16,111,0,1,1,0,1,1,1.6358
1,31,0,0,1,0,1,1,1,0.76717
1,3,129,1,0,0,1,1,1,1.48
1,1,134,1,0,0,1,1,1,1.4758
1,4,125,0,1,0,0,1,1,1.6557
1,24,110,0,1,1,1,1,1,1.4129
1,8,129,1,1,0,1,1,1,1.1287
1,1,134,1,0,0,0,1,1,1.3635
1,10,128,0,0,1,0,1,1,1.6149
1,11,125,0,0,0,0,1,1,1.4121
1,3,133,0,1,1,0,1,1,1.4345
1,22,111,1,0,1,1,1,1,1.4093
1,32,0,1,1,0,1,1,1,0.74205
1,11,123,1,0,0,0,1,1,1.4
1,4,128,1,0,1,0,1,1,1.3358
1,21,114,1,1,0,1,1,1,1.308
1,30,97,0,1,0,1,1,1,1.3195
1,28,108,1,0,1,0,1,1,1.331
1,16,128,1,1,1,0,1,1,1.3128
1,27,106,1,1,1,0,1,1,1.4672
1,24,110,0,0,1,1,1,1,1.395
1,19,115,1,0,1,1,1,1,1.4436
1,22,115,0,1,0,0,1,1,1.456
1,16,128,1,0,1,0,1,1,1.4452
1,23,109,1,0,0,0,1,1,1.3199
1,25,106,1,0,0,0,1,1,1.728
1,32,0,1,0,1,1,1,1,0.43813
1,13,118,1,1,0,1,1,1,1.5956
1,7,127,1,0,1,0,1,1,1.4768
1,4,125,0,1,0,1,1,1,1.4711
1,5,129,0,0,0,0,1,1,1.3618
1,14,115,0,0,0,0,1,1,1.693
1,5,133,1,0,1,1,1,1,1.3122
1,18,111,1,0,0,0,1,1,1.2167
1,21,109,0,0,1,1,1,1,1.2995
1,29,102,0,1,0,1,0,0,0.01117
1,11,123,1,0,1,0,1,1,1.3833
1,30,97,0,0,0,1,1,1,1.4837
1,19,112,0,1,1,0,1,1,1.3408
1,2,131,1,0,1,1,1,1,1.521
1,15,116,1,1,0,0,0,1,1.2751
1,8,128,0,0,1,0,1,1,1.442
1,5,129,0,1,1,1,1,1,1.7007
1,28,108,1,0,0,0,1,1,1.2081
1,25,111,0,0,1,0,1,1,1.4503
1,5,129,0,0,0,1,1,1,1.2867
