Trial_number,Sentence_ID,Sentence_pixel_length,Congruent_1,Familiar_1,LocationTop_1,Cued_1,Trialcorrect_1,Trialbroken_1,ST
0,0,0,0,0,0,0,1,1,3.2545
0,0,0,0,0,0,0,1,1,2.6373
0,0,0,0,0,0,0,2,1,1.0613
0,0,0,0,0,0,0,1,1,1.3415
0,0,0,0,0,0,0,1,1,1.7989
0,0,0,0,0,0,0,1,1,1.7891
0,0,0,0,0,0,0,2,1,1.1878
0,0,0,0,0,0,0,1,1,2.6531
0,0,0,0,0,0,0,1,1,2.8515
0,0,0,0,0,0,0,1,1,1.9974
0,0,0,0,0,0,0,1,1,1.129
0,0,0,0,0,0,0,2,1,0.98661
0,0,0,0,0,0,0,0,0,5.0056
0,0,0,0,0,0,0,1,1,1.2544
0,0,0,0,0,0,0,1,1,1.5046
0,0,0,0,0,0,0,1,1,2.5082
0,0,0,0,0,0,0,1,1,1.4353
0,0,0,0,0,0,0,2,1,1.886
0,0,0,0,0,0,0,1,1,2.8435
0,0,0,0,0,0,0,1,1,1.2258
0,0,0,0,0,0,0,1,1,1.4449
0,0,0,0,0,0,0,1,1,1.6814
0,0,0,0,0,0,0,1,1,1.7838
0,0,0,0,0,0,0,1,1,1.2259
0,0,0,0,0,0,0,1,1,2.6455
0,0,0,0,0,0,0,2,1,1.1312
0,0,0,0,0,0,0,2,1,1.1439
0,0,0,0,0,0,0,1,1,2.3192
0,0,0,0,0,0,0,1,1,1.0575
0,0,0,0,0,0,0,1,1,1.1642
0,0,0,0,0,0,0,1,1,0.87292
0,0,0,0,0,0,0,2,1,1.7509
0,0,0,0,0,0,0,1,1,2.1259
0,0,0,0,0,0,0,2,1,1.301
0,0,0,0,0,0,0,1,1,1.4223
0,0,0,0,0,0,0,2,1,1.6027
0,0,0,0,0,0,0,1,1,1.7197
0,0,0,0,0,0,0,2,1,1.2728
0,0,0,0,0,0,0,1,1,1.8763
0,0,0,0,0,0,0,2,1,2.0147
0,0,0,0,0,0,0,2,1,1.3766
0,0,0,0,0,0,0,2,1,3.2186
0,0,0,0,0,0,0,1,1,2.4132
0,0,0,0,0,0,0,1,1,1.5888
0,0,0,0,0,0,0,1,1,1.2727
0,0,0,0,0,0,0,2,1,1.2055
0,0,0,0,0,0,0,1,1,1.7091
0,0,0,0,0,0,0,2,1,0.82702
