subID,domEyeR,threshStHi,threshStLo,thresh,Trial_number,Sentence_ID,Sentence_pixel_length,Congruent,Familiar,LocationTop,Cued,Trialcorrect,Trialbroken,ST
2,1,0.8,0.15,0.475,351,13,118,0,1,1,1,1,1,1.7956
2,1,0.8,0.15,0.475,352,22,115,0,1,0,1,1,1,1.2462
2,1,0.8,0.15,0.475,353,13,118,1,0,0,1,1,1,1.2448
2,1,0.8,0.15,0.475,354,31,0,1,1,1,1,1,1,1.1736
2,1,0.8,0.15,0.475,355,2,133,0,1,1,0,1,1,1.5591
2,1,0.8,0.15,0.475,356,30,96,1,1,1,0,1,1,1.6785
2,1,0.8,0.15,0.475,357,20,110,1,0,1,0,1,1,1.4558
2,1,0.8,0.15,0.475,358,22,115,0,0,1,0,1,1,1.6279
2,1,0.8,0.15,0.475,359,4,125,0,0,1,0,1,1,1.534
2,1,0.8,0.15,0.475,360,16,128,1,1,0,0,1,1,1.2851
2,1,0.8,0.15,0.475,361,4,125,0,1,0,1,1,1,1.4461
2,1,0.8,0.15,0.475,362,28,108,1,0,0,1,1,1,1.416
2,1,0.8,0.15,0.475,363,24,110,1,1,1,1,1,1,1.7274
2,1,0.8,0.15,0.475,364,12,117,0,1,0,0,1,1,1.3039
2,1,0.8,0.15,0.475,365,8,128,0,0,0,1,1,1,1.3493
2,1,0.8,0.15,0.475,366,18,117,0,0,0,0,1,1,1.3673
2,1,0.8,0.15,0.475,367,3,133,0,1,0,0,1,1,1.5674
2,1,0.8,0.15,0.475,368,12,122,1,1,0,1,1,1,1.3616
2,1,0.8,0.15,0.475,369,5,129,0,0,1,1,1,1,1.5336
2,1,0.8,0.15,0.475,370,3,133,0,0,0,0,1,1,1.3842
2,1,0.8,0.15,0.475,371,17,113,1,1,1,1,1,1,1.6794
2,1,0.8,0.15,0.475,372,16,111,0,1,1,0,1,1,1.6509
2,1,0.8,0.15,0.475,373,20,110,1,0,0,1,1,1,1.389
2,1,0.8,0.15,0.475,374,4,125,0,0,0,1,1,1,1.3778
2,1,0.8,0.15,0.475,375,23,109,1,0,1,0,1,1,1.714
2,1,0.8,0.15,0.475,376,1,136,0,1,0,1,1,1,1.4347
2,1,0.8,0.15,0.475,377,32,0,1,1,1,1,1,1,0.35501
2,1,0.8,0.15,0.475,378,4,125,0,1,0,0,1,1,1.1867
2,1,0.8,0.15,0.475,379,17,113,1,1,1,0,1,1,1.5429
2,1,0.8,0.15,0.475,380,18,117,0,0,1,1,1,1,1.5995
2,1,0.8,0.15,0.475,381,23,109,1,1,0,1,1,1,1.4877
2,1,0.8,0.15,0.475,382,12,122,1,0,0,1,1,1,1.4031
2,1,0.8,0.15,0.475,383,10,128,0,0,0,1,1,1,1.3055
2,1,0.8,0.15,0.475,384,1,134,1,0,0,0,1,1,1.3578
2,1,0.8,0.15,0.475,385,27,106,1,0,0,0,1,1,1.3963
2,1,0.8,0.15,0.475,386,23,103,0,0,0,0,1,1,1.3481
2,1,0.8,0.15,0.475,387,13,118,0,0,0,0,1,1,1.592
2,1,0.8,0.15,0.475,388,10,128,0,1,0,0,1,1,1.3646
2,1,0.8,0.15,0.475,389,29,102,0,1,0,0,1,1,1.4266
2,1,0.8,0.15,0.475,390,2,131,1,0,1,1,1,1,1.869
2,1,0.8,0.15,0.475,391,8,128,0,0,1,1,1,1,1.7193
2,1,0.8,0.15,0.475,392,26,105,0,1,1,1,1,1,1.576
2,1,0.8,0.15,0.475,393,30,97,0,0,0,0,1,1,1.3318
2,1,0.8,0.15,0.475,394,6,129,1,0,0,0,1,1,1.2502
2,1,0.8,0.15,0.475,395,24,110,1,0,1,0,1,1,1.4199
2,1,0.8,0.15,0.475,396,9,129,0,1,1,0,1,1,1.577
2,1,0.8,0.15,0.475,397,32,0,1,1,0,1,1,1,0.76919
2,1,0.8,0.15,0.475,398,4,128,1,0,0,1,1,1,1.1754
2,1,0.8,0.15,0.475,399,15,116,1,1,0,1,1,1,1.3334
2,1,0.8,0.15,0.475,400,21,109,0,1,0,0,1,1,1.3098
2,1,0.8,0.15,0.475,401,32,0,1,1,0,0,0,0,0.00048132
2,1,0.8,0.15,0.475,402,12,117,0,0,1,0,1,1,1.5246
2,1,0.8,0.15,0.475,403,16,128,1,0,0,0,1,1,1.5037
2,1,0.8,0.15,0.475,404,14,115,0,1,0,0,1,1,1.1591
2,1,0.8,0.15,0.475,405,13,118,0,1,0,0,1,1,1.4206
2,1,0.8,0.15,0.475,406,13,118,1,1,0,0,1,1,1.2559
2,1,0.8,0.15,0.475,407,27,104,0,1,0,0,1,1,1.2699
2,1,0.8,0.15,0.475,408,6,129,0,1,1,1,1,1,1.6445
2,1,0.8,0.15,0.475,409,23,109,1,0,0,0,1,1,1.2177
2,1,0.8,0.15,0.475,410,6,129,1,0,1,1,1,1,1.3129
2,1,0.8,0.15,0.475,411,14,121,1,0,0,0,1,1,1.0614
2,1,0.8,0.15,0.475,412,10,128,0,1,1,1,1,1,1.3182
2,1,0.8,0.15,0.475,413,25,111,0,1,0,0,1,1,1.2251
2,1,0.8,0.15,0.475,414,2,131,1,1,1,1,1,1,1.6388
2,1,0.8,0.15,0.475,415,29,93,1,0,0,0,1,1,1.2632
2,1,0.8,0.15,0.475,416,18,111,1,1,1,1,1,1,1.4479
2,1,0.8,0.15,0.475,417,21,114,1,0,0,1,1,1,1.1792
2,1,0.8,0.15,0.475,418,19,112,0,0,0,1,1,1,1.1777
2,1,0.8,0.15,0.475,419,32,0,0,0,0,0,0,0,0.0037567
2,1,0.8,0.15,0.475,420,6,129,0,1,0,0,1,1,1.3497
2,1,0.8,0.15,0.475,421,20,115,0,0,0,0,1,1,1.1832
2,1,0.8,0.15,0.475,422,2,133,0,0,0,1,1,1,1.2171
2,1,0.8,0.15,0.475,423,23,103,0,0,1,1,1,1,1.3911
2,1,0.8,0.15,0.475,424,2,133,0,0,1,0,1,1,1.3622
2,1,0.8,0.15,0.475,425,6,129,1,1,0,1,1,1,1.1705
2,1,0.8,0.15,0.475,426,1,136,0,0,1,1,1,1,1.5262
2,1,0.8,0.15,0.475,427,21,109,0,1,1,0,1,1,1.767
2,1,0.8,0.15,0.475,428,30,97,0,0,1,0,1,1,1.7458
2,1,0.8,0.15,0.475,429,5,133,1,1,0,1,1,1,1.2512
2,1,0.8,0.15,0.475,430,3,133,0,1,1,0,1,1,1.568
2,1,0.8,0.15,0.475,431,12,122,1,0,0,0,1,1,1.1787
2,1,0.8,0.15,0.475,432,10,124,1,1,1,1,1,1,1.6223
2,1,0.8,0.15,0.475,433,5,133,1,1,0,0,1,1,1.3054
2,1,0.8,0.15,0.475,434,9,129,0,0,0,1,1,1,1.3745
2,1,0.8,0.15,0.475,435,18,117,0,1,1,0,1,1,1.7695
2,1,0.8,0.15,0.475,436,20,115,0,0,1,1,1,1,1.4407
2,1,0.8,0.15,0.475,437,31,0,0,1,0,1,1,1,0.087137
2,1,0.8,0.15,0.475,438,31,0,0,1,1,1,1,1,0.25975
2,1,0.8,0.15,0.475,439,3,129,1,1,0,0,1,1,1.1926
2,1,0.8,0.15,0.475,440,26,105,0,1,0,0,1,1,1.0601
2,1,0.8,0.15,0.475,441,25,111,0,1,0,1,1,1,1.2404
2,1,0.8,0.15,0.475,442,25,106,1,1,0,0,1,1,1.1577
2,1,0.8,0.15,0.475,443,7,128,0,0,0,0,1,1,1.2802
2,1,0.8,0.15,0.475,444,13,118,1,1,1,0,1,1,1.4481
2,1,0.8,0.15,0.475,445,23,103,0,1,0,1,1,1,1.0391
2,1,0.8,0.15,0.475,446,4,125,0,0,0,0,1,1,1.0989
2,1,0.8,0.15,0.475,447,27,104,0,0,1,0,1,1,1.3518
2,1,0.8,0.15,0.475,448,16,111,0,0,1,1,1,1,1.338
2,1,0.8,0.15,0.475,449,15,121,0,0,0,0,1,1,1.3684
2,1,0.8,0.15,0.475,450,12,117,0,0,1,1,1,1,1.4023
2,1,0.8,0.15,0.475,451,2,131,1,0,0,0,1,1,1.149
2,1,0.8,0.15,0.475,452,19,115,1,1,0,0,0,1,1.2551
2,1,0.8,0.15,0.475,453,14,115,0,1,1,1,1,1,1.7662
2,1,0.8,0.15,0.475,454,12,117,0,0,0,0,1,1,1.2966
2,1,0.8,0.15,0.475,455,7,127,1,0,1,0,1,1,1.7138
2,1,0.8,0.15,0.475,456,13,118,1,0,1,1,1,1,1.8394
2,1,0.8,0.15,0.475,457,12,117,0,0,0,1,1,1,1.1789
2,1,0.8,0.15,0.475,458,13,118,0,1,1,0,1,1,1.638
2,1,0.8,0.15,0.475,459,24,110,0,1,0,0,1,1,1.1855
2,1,0.8,0.15,0.475,460,20,115,0,1,0,1,1,1,1.4149
2,1,0.8,0.15,0.475,461,8,129,1,0,0,0,1,1,1.3739
2,1,0.8,0.15,0.475,462,20,110,1,0,1,1,1,1,1.8475
2,1,0.8,0.15,0.475,463,29,102,0,0,1,0,1,1,1.6529
2,1,0.8,0.15,0.475,464,30,96,1,1,1,1,1,1,1.9605
2,1,0.8,0.15,0.475,465,30,96,1,0,1,1,1,1,1.5226
2,1,0.8,0.15,0.475,466,4,128,1,0,1,1,1,1,1.7567
2,1,0.8,0.15,0.475,467,29,93,1,1,0,0,1,1,1.2701
2,1,0.8,0.15,0.475,468,16,111,0,0,1,0,1,1,1.5054
2,1,0.8,0.15,0.475,469,6,129,0,1,1,0,1,1,1.9405
2,1,0.8,0.15,0.475,470,15,121,0,1,1,0,1,1,1.6768
2,1,0.8,0.15,0.475,471,20,110,1,1,1,0,1,1,1.7928
2,1,0.8,0.15,0.475,472,11,125,0,1,1,0,1,1,1.8156
2,1,0.8,0.15,0.475,473,11,125,0,1,0,0,1,1,1.1801
2,1,0.8,0.15,0.475,474,21,114,1,0,0,0,1,1,1.4732
2,1,0.8,0.15,0.475,475,17,121,0,1,0,0,1,1,1.2775
2,1,0.8,0.15,0.475,476,14,121,1,1,0,1,1,1,1.3219
2,1,0.8,0.15,0.475,477,29,102,0,0,1,1,1,1,1.6008
2,1,0.8,0.15,0.475,478,4,125,0,0,1,1,1,1,1.5805
2,1,0.8,0.15,0.475,479,28,100,0,0,0,1,1,1,1.2993
2,1,0.8,0.15,0.475,480,28,100,0,1,0,0,1,1,1.7179
2,1,0.8,0.15,0.475,481,17,121,0,1,1,0,1,1,1.3933
2,1,0.8,0.15,0.475,482,11,123,1,0,1,1,1,1,1.4637
2,1,0.8,0.15,0.475,483,3,133,0,1,0,1,1,1,1.1722
2,1,0.8,0.15,0.475,484,26,106,1,1,0,1,1,1,1.1837
2,1,0.8,0.15,0.475,485,31,0,1,1,0,1,1,1,0.67448
2,1,0.8,0.15,0.475,486,7,127,1,1,1,0,1,1,1.5134
2,1,0.8,0.15,0.475,487,7,127,1,1,0,0,1,1,1.2134
2,1,0.8,0.15,0.475,488,3,129,1,0,0,1,1,1,1.4495
2,1,0.8,0.15,0.475,489,28,100,0,1,1,1,1,1,1.6975
2,1,0.8,0.15,0.475,490,23,109,1,1,0,0,1,1,1.4123
2,1,0.8,0.15,0.475,491,3,129,1,0,0,0,1,1,1.3351
2,1,0.8,0.15,0.475,492,24,110,1,1,0,0,1,1,1.2658
2,1,0.8,0.15,0.475,493,20,115,0,1,1,0,1,1,1.3925
2,1,0.8,0.15,0.475,494,21,114,1,1,1,0,1,1,1.6572
2,1,0.8,0.15,0.475,495,32,0,1,1,1,0,0,0,0.0071304
2,1,0.8,0.15,0.475,496,24,110,1,0,1,1,1,1,1.5873
2,1,0.8,0.15,0.475,497,4,128,1,1,1,0,1,1,1.518
2,1,0.8,0.15,0.475,498,2,133,0,0,0,0,1,1,1.2442
2,1,0.8,0.15,0.475,499,22,111,1,0,0,0,1,1,1.495
2,1,0.8,0.15,0.475,500,13,118,1,1,0,1,1,1,1.358
2,1,0.8,0.15,0.475,501,7,128,0,0,0,1,1,1,1.3685
2,1,0.8,0.15,0.475,502,32,0,0,1,1,1,1,1,0.87209
2,1,0.8,0.15,0.475,503,22,111,1,1,1,1,1,1,1.515
2,1,0.8,0.15,0.475,504,29,93,1,0,1,0,1,1,1.6131
2,1,0.8,0.15,0.475,505,18,117,0,1,0,1,1,1,1.355
2,1,0.8,0.15,0.475,506,16,128,1,0,0,1,1,1,1.4605
2,1,0.8,0.15,0.475,507,19,112,0,1,0,0,1,1,1.3176
2,1,0.8,0.15,0.475,508,22,115,0,0,0,0,1,1,1.3213
2,1,0.8,0.15,0.475,509,28,108,1,0,0,0,1,1,1.356
2,1,0.8,0.15,0.475,510,17,121,0,0,1,0,1,1,1.9161
2,1,0.8,0.15,0.475,511,23,103,0,0,1,0,0,0,0.0037206
2,1,0.8,0.15,0.475,512,22,111,1,0,1,0,0,1,0.28519
