subID,Trial_number,Sentence_ID,Sentence_pixel_length,Congruent_1,Familiar_1,LocationTop_1,Cued_1,Trialcorrect_1,Trialbroken_1,ST
52,27,27,104,2,1,1,2,1,1,1.3612
52,17,17,121,2,2,2,2,1,1,1.3464
52,21,21,109,2,1,2,1,1,1,1.6733
52,27,27,106,1,1,1,2,1,1,1.4776
52,30,30,96,1,1,1,2,1,1,1.9168
52,10,10,124,1,2,2,1,1,1,1.4579
52,5,5,133,1,1,2,2,1,1,1.1201
52,3,3,133,2,1,1,2,1,1,1.5763
52,32,32,0,1,1,2,1,1,1,0.8548
52,8,8,128,2,1,1,2,1,1,1.476
52,25,25,111,2,2,2,2,1,1,1.443
52,17,17,121,2,1,1,1,1,1,1.6158
52,13,13,118,1,2,1,2,1,1,1.2289
52,14,14,115,2,1,2,1,1,1,1.3423
52,19,19,115,1,1,1,2,1,1,1.3307
52,16,16,111,2,2,2,1,1,1,1.3822
52,8,8,129,1,1,1,2,1,1,1.2848
52,9,9,125,1,2,1,1,1,1,1.5766
52,27,27,104,2,2,1,2,1,1,1.3861
52,28,28,100,2,1,1,1,1,1,1.5004
52,26,26,105,2,2,2,2,1,1,1.2084
52,12,12,117,2,2,1,2,1,1,1.4618
52,11,11,125,2,2,1,2,1,1,1.5418
52,3,3,129,1,2,2,2,1,1,1.2918
52,31,31,0,2,2,1,1,1,1,0.042192
52,20,20,115,2,2,2,1,1,1,1.2787
52,1,1,134,1,1,2,2,1,1,1.3708
52,14,14,121,1,2,1,1,1,1,1.5425
52,9,9,125,1,2,2,2,1,1,1.2431
52,11,11,123,1,2,2,1,1,1,1.1389
52,16,16,111,2,1,1,2,1,1,1.3644
52,1,1,134,1,2,1,2,1,1,1.3617
52,4,4,128,1,2,1,1,1,1,1.5809
52,9,9,125,1,1,1,1,0,0,0.014023
52,22,22,115,2,1,1,1,1,1,1.4324
52,21,21,114,1,1,2,1,1,1,1.2855
52,5,5,133,1,2,1,2,1,1,1.3737
52,26,26,106,1,1,1,2,1,1,1.7204
52,6,6,129,1,1,1,2,1,1,1.4371
52,31,31,0,1,1,1,1,1,1,0.61334
52,12,12,122,1,1,2,2,1,1,1.6188
52,19,19,115,1,2,1,2,1,1,1.5111
52,21,21,114,1,2,2,1,1,1,1.6242
52,30,30,97,2,2,2,2,1,1,1.1939
52,23,23,109,1,1,1,1,1,1,1.5316
52,12,12,122,1,2,1,1,1,1,1.2678
52,24,24,110,1,2,1,2,1,1,1.274
52,11,11,125,2,2,2,2,1,1,1.2761
52,9,9,129,2,1,2,2,1,1,1.5137
52,12,12,122,1,2,2,2,1,1,1.3789
52,1,1,134,1,2,1,1,1,1,1.465
52,27,27,104,2,2,2,1,1,1,1.2915
52,18,18,117,2,2,2,1,1,1,1.3227
52,16,16,128,1,1,2,1,1,1,1.2504
52,31,31,0,2,1,2,1,1,1,0.49668
52,19,19,115,1,2,2,1,1,1,1.3929
52,1,1,134,1,1,2,1,1,1,1.5164
52,16,16,111,2,2,1,1,1,1,1.326
52,7,7,128,2,2,2,1,1,1,1.0326
52,19,19,115,1,2,1,1,1,1,1.2637
52,17,17,113,1,1,2,1,0,1,1.2012
52,7,7,128,2,2,1,1,1,1,1.5041
52,18,18,117,2,1,2,1,1,1,1.2396
52,10,10,124,1,1,2,1,1,1,1.301
52,10,10,124,1,2,2,2,1,1,1.281
52,2,2,133,2,1,2,2,1,1,1.2999
52,7,7,128,2,1,1,1,1,1,1.419
52,28,28,108,1,1,1,1,1,1,1.2671
52,18,18,111,1,2,1,2,1,1,1.4033
52,23,23,103,2,2,2,2,1,1,1.3963
52,20,20,110,1,2,1,2,1,1,1.5886
52,7,7,127,1,2,1,2,1,1,1.8556
52,30,30,97,2,1,1,1,1,1,1.512
52,32,32,0,2,1,1,1,1,1,0.21857
52,21,21,109,2,1,1,2,1,1,1.3919
52,6,6,129,1,2,1,2,1,1,1.3267
52,9,9,129,2,2,2,2,1,1,1.261
52,12,12,117,2,1,1,2,1,1,1.5165
52,23,23,103,2,1,1,1,1,1,1.4408
52,16,16,111,2,1,2,2,1,1,1.3538
52,26,26,105,2,2,1,1,1,1,1.4126
52,11,11,125,2,1,1,1,1,1,1.5183
52,29,29,93,1,1,1,1,1,1,1.4551
52,23,23,103,2,1,2,2,1,1,1.1774
52,26,26,106,1,1,2,1,1,1,1.1997
52,8,8,128,2,2,1,2,1,1,1.4904
52,15,15,116,1,1,2,2,1,1,1.2213
52,31,31,0,1,2,2,1,1,1,0.75187
52,9,9,125,1,2,2,1,1,1,1.3594
52,7,7,127,1,1,2,2,1,1,1.2028
52,26,26,105,2,1,2,1,1,1,1.1482
52,28,28,100,2,1,1,2,1,1,1.399
52,20,20,115,2,1,2,2,1,1,1.2915
52,8,8,129,1,1,1,1,1,1,1.5151
52,16,16,128,1,1,1,1,1,1,1.3854
52,17,17,113,1,2,2,2,1,1,1.3667
52,2,2,133,2,2,1,2,1,1,1.3602
52,31,31,0,2,1,1,1,1,1,0.24564
52,6,6,129,1,2,1,1,0,0,0.0072454
52,9,9,129,2,1,1,2,1,1,1.6025
52,9,9,125,1,1,1,2,1,1,1.544
52,28,28,100,2,1,2,1,1,1,1.3248
52,4,4,125,2,1,1,2,1,1,1.4363
52,5,5,129,2,1,2,2,1,1,1.2206
52,18,18,117,2,2,2,2,1,1,1.2134
52,2,2,131,1,1,1,2,1,1,1.322
52,21,21,114,1,1,2,2,1,1,1.1555
52,25,25,106,1,2,2,2,1,1,1.2096
52,28,28,100,2,2,1,2,1,1,1.5031
52,5,5,129,2,2,1,2,1,1,1.2794
52,24,24,110,2,1,1,2,1,1,1.4382
52,5,5,133,1,1,1,1,1,1,1.2781
52,5,5,129,2,1,1,1,1,1,1.4261
52,26,26,106,1,2,2,1,1,1,1.3439
52,5,5,133,1,2,1,1,1,1,1.2575
52,32,32,0,2,1,1,1,1,1,0.63034
52,2,2,131,1,1,2,1,1,1,1.3238
52,13,13,118,1,1,2,2,1,1,1.3944
52,22,22,115,2,1,1,2,1,1,1.6152
52,8,8,129,1,2,1,2,1,1,1.5226
52,22,22,111,1,1,1,2,1,1,1.7015
52,3,3,133,2,1,2,2,1,1,1.3325
52,29,29,93,1,2,2,2,1,1,1.3604
52,9,9,125,1,2,1,2,1,1,1.484
52,9,9,125,1,1,2,2,1,1,1.2888
52,6,6,129,1,2,2,2,1,1,1.4341
52,5,5,133,1,1,2,1,1,1,1.5949
52,15,15,116,1,1,1,2,1,1,1.3101
52,31,31,0,1,1,1,1,1,1,0.15064
52,6,6,129,1,1,2,2,1,1,1.1606
52,8,8,128,2,1,2,1,1,1,1.2138
52,4,4,128,1,1,1,2,1,1,1.4276
52,22,22,111,1,2,2,2,1,1,1.2655
52,27,27,104,2,2,2,2,1,1,1.016
52,4,4,128,1,2,1,2,1,1,1.5738
52,25,25,106,1,1,2,2,1,1,1.3545
52,27,27,106,1,1,2,1,1,1,1.3588
52,1,1,136,2,2,2,1,1,1,1.4132
52,25,25,111,2,2,1,2,1,1,1.9822
52,7,7,127,1,2,1,1,1,1,1.4618
52,26,26,106,1,2,1,2,1,1,1.5892
52,13,13,118,2,1,2,2,1,1,1.4896
52,15,15,116,1,1,2,1,1,1,1.2594
52,14,14,115,2,2,2,1,1,1,1.2704
52,23,23,109,1,2,2,1,1,1,1.4192
52,32,32,0,2,2,1,1,1,1,0.61149
52,25,25,106,1,2,1,1,1,1,1.6056
52,18,18,117,2,1,1,2,1,1,1.2622
52,30,30,96,1,1,1,1,1,1,1.5914
52,6,6,129,2,2,2,2,1,1,1.415
52,18,18,117,2,1,2,2,1,1,1.2254
52,20,20,110,1,1,2,2,1,1,1.3116
52,22,22,115,2,2,2,2,1,1,1.6287
52,5,5,133,1,1,1,2,1,1,1.3815
52,18,18,111,1,2,2,2,1,1,1.5575
52,12,12,122,1,2,2,1,1,1,1.7683
52,26,26,105,2,1,1,2,1,1,1.3729
52,24,24,110,1,2,2,2,1,1,1.4041
52,17,17,121,2,2,2,1,1,1,1.4086
52,30,30,97,2,2,1,1,1,1,1.3542
52,8,8,128,2,1,1,1,1,1,1.2853
52,18,18,111,1,1,1,1,1,1,1.3328
52,30,30,96,1,2,1,2,1,1,1.5929
52,31,31,0,1,2,2,1,1,1,0.18818
52,24,24,110,1,2,1,1,0,0,0.012158
52,20,20,110,1,1,1,1,1,1,1.4991
52,5,5,133,1,2,2,1,1,1,1.2198
52,25,25,106,1,1,1,1,1,1,1.4858
52,20,20,110,1,1,1,2,1,1,1.7748
52,30,30,97,2,1,1,2,1,1,1.4742
52,18,18,117,2,2,1,2,1,1,1.5895
52,13,13,118,2,2,1,1,1,1,1.6735
52,2,2,133,2,2,2,2,1,1,1.9595
52,14,14,121,1,1,1,1,0,0,0.009551
52,15,15,121,2,2,2,2,1,1,1.6495
52,22,22,111,1,2,2,1,1,1,1.5763
52,16,16,128,1,2,2,2,1,1,1.4213
52,25,25,106,1,2,1,2,1,1,1.5682
52,32,32,0,1,2,1,1,1,1,0.55262
52,19,19,112,2,1,2,1,1,1,1.5989
52,22,22,111,1,1,2,1,1,1,1.4434
52,11,11,123,1,1,1,1,1,1,1.4475
52,16,16,128,1,1,1,2,1,1,1.3519
52,23,23,109,1,2,2,2,1,1,1.4107
52,4,4,128,1,1,1,1,1,1,1.4259
52,25,25,106,1,2,2,1,1,1,1.5327
52,30,30,97,2,1,2,1,1,1,1.1826
52,12,12,122,1,1,2,1,1,1,1.4679
52,7,7,127,1,1,1,1,1,1,1.2339
52,18,18,117,2,2,1,1,1,1,1.2915
52,5,5,129,2,2,1,1,1,1,1.5543
52,17,17,113,1,2,2,1,1,1,1.2544
52,13,13,118,2,1,1,2,1,1,1.4828
52,13,13,118,2,2,2,1,1,1,1.4088
52,30,30,97,2,2,2,1,1,1,1.2687
52,31,31,0,2,1,1,1,1,1,1.3145
52,30,30,96,1,2,1,1,1,1,1.545
52,15,15,121,2,1,2,2,1,1,1.1854
52,24,24,110,2,1,2,1,1,1,1.4491
52,6,6,129,2,2,1,2,1,1,1.8863
52,17,17,113,1,1,2,2,1,1,1.1299
52,27,27,106,1,2,1,2,1,1,1.3892
52,10,10,124,1,2,1,1,1,1,1.4435
52,11,11,123,1,2,1,2,1,1,1.4308
52,14,14,121,1,1,2,2,1,1,1.2897
52,19,19,115,1,2,2,2,1,1,1.056
52,3,3,129,1,2,1,2,1,1,1.4396
52,1,1,136,2,2,1,1,1,1,1.4387
52,4,4,128,1,1,2,2,1,1,1.1695
52,6,6,129,2,2,1,1,1,1,1.4242
52,17,17,113,1,1,1,2,1,1,1.5086
52,32,32,0,2,2,1,1,1,1,0.59631
52,14,14,115,2,2,1,1,1,1,1.4513
52,23,23,103,2,2,1,2,1,1,1.4481
52,16,16,111,2,1,2,1,1,1,1.8776
52,19,19,112,2,2,2,1,1,1,1.6922
52,19,19,115,1,1,2,2,1,1,1.6943
52,27,27,104,2,1,1,1,1,1,1.4195
52,20,20,115,2,2,1,1,1,1,1.4326
52,28,28,100,2,2,1,1,1,1,1.7259
52,11,11,123,1,1,1,2,1,1,1.6925
52,20,20,115,2,1,2,1,1,1,1.2932
52,26,26,105,2,1,2,2,1,1,1.4281
52,2,2,131,1,2,2,1,1,1,1.9608
52,29,29,93,1,2,2,1,1,1,1.4014
52,7,7,128,2,2,1,2,1,1,1.6089
52,32,32,0,1,2,1,1,1,1,0.15405
52,25,25,106,1,1,1,2,1,1,1.3037
52,24,24,110,1,1,1,2,1,1,1.4273
52,15,15,121,2,2,2,1,1,1,1.4609
52,25,25,111,2,1,1,2,1,1,1.6305
52,30,30,97,2,1,2,2,1,1,1.3211
52,20,20,110,1,2,2,2,1,1,1.2732
52,5,5,129,2,2,2,2,1,1,1.329
52,7,7,127,1,2,2,1,1,1,1.2532
52,9,9,129,2,1,2,1,1,1,1.367
52,11,11,125,2,2,1,1,1,1,1.5953
52,21,21,109,2,2,2,1,1,1,1.306
52,7,7,128,2,1,2,1,1,1,1.3154
52,22,22,115,2,2,1,1,1,1,1.5111
52,2,2,131,1,2,2,2,1,1,1.2207
52,11,11,123,1,1,2,1,1,1,1.1739
52,31,31,0,1,1,2,1,1,1,0.25264
52,4,4,125,2,1,2,2,1,1,1.278
52,1,1,136,2,1,1,2,1,1,1.5668
52,24,24,110,1,2,2,1,1,1,1.4001
52,13,13,118,2,2,1,2,1,1,1.5903
52,28,28,100,2,1,2,2,1,1,1.3592
52,25,25,111,2,1,1,1,1,1,1.3136
52,3,3,133,2,2,2,1,1,1,1.3957
52,28,28,100,2,2,2,1,1,1,1.7007
52,12,12,117,2,2,2,2,1,1,1.5859
52,4,4,125,2,2,1,2,1,1,1.2704
52,11,11,125,2,1,2,1,1,1,1.6013
52,29,29,93,1,1,2,2,1,1,1.3127
52,10,10,128,2,2,2,2,1,1,1.3637
52,6,6,129,2,2,2,1,1,1,1.2421
52,32,32,0,2,2,2,1,1,1,0.20623
52,29,29,102,2,2,1,1,1,1,1.5429
52,20,20,110,1,1,2,1,1,1,1.2234
52,2,2,131,1,2,1,1,1,1,1.3315
52,5,5,129,2,1,1,2,1,1,1.223
52,26,26,106,1,1,1,1,1,1,1.5327
52,8,8,128,2,2,1,1,1,1,1.4998
52,10,10,128,2,1,1,2,1,1,1.585
52,29,29,102,2,1,1,1,1,1,1.585
52,23,23,103,2,2,1,1,1,1,1.4775
52,21,21,114,1,2,1,1,1,1,1.4829
52,24,24,110,2,1,2,2,1,1,1.3612
52,17,17,113,1,2,1,2,1,1,1.4368
52,31,31,0,2,2,2,1,1,1,1.0287
52,8,8,129,1,2,2,1,1,1,1.5568
52,11,11,123,1,2,1,1,1,1,1.3756
52,26,26,105,2,2,1,2,1,1,1.8453
52,25,25,111,2,1,2,1,1,1,1.4042
52,14,14,121,1,1,1,2,1,1,1.7817
52,27,27,104,2,1,2,1,1,1,1.2149
52,3,3,133,2,2,1,2,1,1,1.3949
52,28,28,108,1,1,2,1,1,1,1.303
52,16,16,111,2,1,1,1,1,1,1.4976
52,15,15,116,1,2,2,1,1,1,1.6002
52,4,4,128,1,2,2,1,1,1,1.5434
52,7,7,128,2,2,2,2,1,1,1.3006
52,12,12,117,2,2,2,1,1,1,1.253
52,31,31,0,2,2,1,1,1,1,0.8725
52,28,28,108,1,1,1,2,1,1,1.4321
52,13,13,118,2,1,2,1,1,1,1.5774
52,6,6,129,1,1,1,1,1,1,1.5527
52,29,29,102,2,2,1,2,1,1,1.2548
52,14,14,115,2,1,1,1,1,1,1.2701
52,3,3,133,2,2,1,1,1,1,1.4277
52,2,2,133,2,1,1,1,1,1,1.5709
52,4,4,125,2,1,1,1,1,1,1.4257
52,8,8,128,2,2,2,2,1,1,1.3493
52,29,29,102,2,1,2,1,1,1,1.4422
52,23,23,109,1,2,1,2,1,1,1.4125
52,18,18,111,1,2,2,1,1,1,1.2652
52,21,21,109,2,1,2,2,1,1,1.3003
52,21,21,109,2,1,1,1,1,1,1.4952
52,21,21,114,1,1,1,1,1,1,1.7349
52,23,23,103,2,2,2,1,0,1,1.3327
52,16,16,128,1,2,2,1,1,1,1.4585
52,24,24,110,1,1,2,2,1,1,1.261
52,6,6,129,2,1,2,2,1,1,1.1869
