subID,domEyeR,threshStHi,threshStLo,thresh,Trial_number,Sentence_ID,Sentence_pixel_length,Congruent_1,Familiar_1,LocationTop_1,Cued_1,Trialcorrect_1,Trialbroken_1,ST,
32,1,0.26495,0.22929,0.24712,279,11,123,1,0,0,1,1,1,1.2344,1
32,1,0.26495,0.22929,0.24712,280,27,106,1,0,0,1,1,1,1.1066,1
32,1,0.26495,0.22929,0.24712,281,12,117,0,0,1,0,1,1,1.3035,0
32,1,0.26495,0.22929,0.24712,282,16,128,1,0,0,1,1,1,1.123,1
32,1,0.26495,0.22929,0.24712,283,30,97,0,1,0,1,1,1,1.1023,1
32,1,0.26495,0.22929,0.24712,284,31,0,1,1,1,0,0,0,5.0149,0
32,1,0.26495,0.22929,0.24712,285,21,109,0,0,0,1,1,1,1.4918,1
32,1,0.26495,0.22929,0.24712,286,31,0,1,1,1,0,0,0,5.0144,0
32,1,0.26495,0.22929,0.24712,287,24,110,1,1,0,1,1,1,1.1805,1
32,1,0.26495,0.22929,0.24712,288,5,129,0,1,1,0,1,1,1.6051,0
32,1,0.26495,0.22929,0.24712,289,20,115,0,0,0,1,1,1,1.1084,1
32,1,0.26495,0.22929,0.24712,290,19,112,0,0,0,1,1,1,1.2196,1
32,1,0.26495,0.22929,0.24712,291,15,116,1,1,0,1,1,1,1.0879,1
32,1,0.26495,0.22929,0.24712,292,3,129,1,0,0,1,1,1,1.1613,1
32,1,0.26495,0.22929,0.24712,293,10,124,1,1,0,1,1,1,1.157,1
32,1,0.26495,0.22929,0.24712,294,29,93,1,1,0,1,1,1,1.4828,1
32,1,0.26495,0.22929,0.24712,295,23,103,0,1,0,1,1,1,1.2688,1
32,1,0.26495,0.22929,0.24712,296,28,108,1,0,0,1,1,1,1.1195,1
32,1,0.26495,0.22929,0.24712,297,15,121,0,0,0,1,1,1,1.3518,1
32,1,0.26495,0.22929,0.24712,298,27,104,0,1,1,0,1,1,1.4705,0
32,1,0.26495,0.22929,0.24712,299,14,115,0,0,0,1,1,1,1.2223,1
32,1,0.26495,0.22929,0.24712,300,31,0,1,1,1,0,0,0,5.0093,0
32,1,0.26495,0.22929,0.24712,301,24,110,0,0,0,1,1,1,1.2066,1
32,1,0.26495,0.22929,0.24712,302,11,125,0,1,1,0,1,1,1.3437,0
32,1,0.26495,0.22929,0.24712,303,1,134,1,0,1,0,1,1,1.3017,0
32,1,0.26495,0.22929,0.24712,304,12,117,0,0,0,1,1,1,1.056,1
