Trial_number,Sentence_ID,Sentence_pixel_length,Congruent_1,Familiar_1,LocationTop_1,Cued_1,Trialcorrect_1,Trialbroken_1,ST
0,0,0,0,0,0,0,1,1,0.88345
0,0,0,0,0,0,0,1,1,1.7811
0,0,0,0,0,0,0,1,1,1.2969
0,0,0,0,0,0,0,1,1,1.2672
0,0,0,0,0,0,0,1,1,3.7059
0,0,0,0,0,0,0,0,0,5.0006
0,0,0,0,0,0,0,2,1,2.1434
0,0,0,0,0,0,0,1,1,1.8449
0,0,0,0,0,0,0,1,1,2.3094
0,0,0,0,0,0,0,1,1,1.3953
0,0,0,0,0,0,0,1,1,1.0933
0,0,0,0,0,0,0,1,1,1.0136
0,0,0,0,0,0,0,1,1,1.0131
0,0,0,0,0,0,0,2,1,0.97765
0,0,0,0,0,0,0,1,1,1.2258
0,0,0,0,0,0,0,2,1,1.0983
0,0,0,0,0,0,0,1,1,2.0104
0,0,0,0,0,0,0,1,1,1.2204
0,0,0,0,0,0,0,1,1,1.2558
0,0,0,0,0,0,0,1,1,1.1027
0,0,0,0,0,0,0,2,1,1.1276
0,0,0,0,0,0,0,1,1,1.2479
0,0,0,0,0,0,0,2,1,1.663
0,0,0,0,0,0,0,1,1,1.7513
0,0,0,0,0,0,0,1,1,1.4739
0,0,0,0,0,0,0,1,1,2.57
0,0,0,0,0,0,0,1,1,2.655
0,0,0,0,0,0,0,1,1,1.0865
0,0,0,0,0,0,0,0,1,1.3239
0,0,0,0,0,0,0,1,1,1.2312
0,0,0,0,0,0,0,1,1,2.9526
0,0,0,0,0,0,0,2,1,1.1741
0,0,0,0,0,0,0,1,1,1.2658
0,0,0,0,0,0,0,1,1,1.5085
0,0,0,0,0,0,0,1,1,1.353
0,0,0,0,0,0,0,1,1,1.324
0,0,0,0,0,0,0,1,1,1.7692
0,0,0,0,0,0,0,1,1,1.4755
0,0,0,0,0,0,0,1,1,1.0718
0,0,0,0,0,0,0,1,1,1.8964
0,0,0,0,0,0,0,1,1,2.7838
0,0,0,0,0,0,0,1,1,1.7697
0,0,0,0,0,0,0,1,1,2.1465
0,0,0,0,0,0,0,2,1,2.4237
0,0,0,0,0,0,0,1,1,1.4494
0,0,0,0,0,0,0,1,1,1.6126
0,0,0,0,0,0,0,1,1,0.63946
0,0,0,0,0,0,0,1,1,1.4297
0,0,0,0,0,0,0,1,1,1.783
0,0,0,0,0,0,0,2,1,1.3128
0,0,0,0,0,0,0,1,1,1.7081
0,0,0,0,0,0,0,1,1,2.0482
0,0,0,0,0,0,0,1,1,1.8015
0,0,0,0,0,0,0,1,1,1.2237
