Trial_number,Sentence_ID,Sentence_pixel_length,Congruent_1,Familiar_1,LocationTop_1,Cued_1,Trialcorrect_1,Trialbroken_1,ST
0,0,0,0,0,0,0,1,1,0.9158
0,0,0,0,0,0,0,1,1,2.9556
0,0,0,0,0,0,0,1,1,1.2757
0,0,0,0,0,0,0,1,1,1.009
0,0,0,0,0,0,0,1,1,1.6942
0,0,0,0,0,0,0,2,1,4.6267
0,0,0,0,0,0,0,1,1,2.8898
0,0,0,0,0,0,0,2,1,1.7062
0,0,0,0,0,0,0,2,1,1.4488
0,0,0,0,0,0,0,1,1,1.4041
0,0,0,0,0,0,0,1,1,1.1005
0,0,0,0,0,0,0,1,1,1.9315
0,0,0,0,0,0,0,1,1,2.0746
0,0,0,0,0,0,0,1,1,1.3976
0,0,0,0,0,0,0,1,1,1.2887
0,0,0,0,0,0,0,1,1,1.0802
0,0,0,0,0,0,0,1,1,1.3974
0,0,0,0,0,0,0,2,1,3.584
0,0,0,0,0,0,0,1,1,2.0829
0,0,0,0,0,0,0,2,1,1.2026
0,0,0,0,0,0,0,1,1,1.4562
0,0,0,0,0,0,0,1,1,1.8775
0,0,0,0,0,0,0,2,1,1.3888
0,0,0,0,0,0,0,2,1,3.4233
0,0,0,0,0,0,0,1,1,1.2887
0,0,0,0,0,0,0,2,1,1.3427
0,0,0,0,0,0,0,2,1,1.4654
0,0,0,0,0,0,0,2,1,1.5111
0,0,0,0,0,0,0,1,1,1.4723
0,0,0,0,0,0,0,1,1,2.1242
0,0,0,0,0,0,0,1,1,3.634
0,0,0,0,0,0,0,2,1,1.3859
0,0,0,0,0,0,0,2,1,1.3602
0,0,0,0,0,0,0,2,1,1.4571
