Trial_number,Sentence_ID,Sentence_pixel_length,Congruent_1,Familiar_1,LocationTop_1,Cued_1,Trialcorrect_1,Trialbroken_1,ST
0,0,0,0,0,0,0,2,1,0.005418
0,0,0,0,0,0,0,2,1,2.7762
0,0,0,0,0,0,0,0,0,5.0135
0,0,0,0,0,0,0,1,1,4.322
0,0,0,0,0,0,0,2,1,1.2796
0,0,0,0,0,0,0,1,1,3.3689
0,0,0,0,0,0,0,2,1,1.4994
0,0,0,0,0,0,0,2,1,1.4801
0,0,0,0,0,0,0,2,1,1.2883
0,0,0,0,0,0,0,1,1,1.7384
0,0,0,0,0,0,0,1,1,1.7317
0,0,0,0,0,0,0,0,0,5.0058
0,0,0,0,0,0,0,2,1,2.7237
0,0,0,0,0,0,0,2,1,1.6119
0,0,0,0,0,0,0,1,1,1.0635
0,0,0,0,0,0,0,1,1,1.373
0,0,0,0,0,0,0,1,1,2.1965
0,0,0,0,0,0,0,1,1,2.3249
0,0,0,0,0,0,0,1,1,1.0261
0,0,0,0,0,0,0,1,1,1.3361
0,0,0,0,0,0,0,1,1,1.1209
0,0,0,0,0,0,0,1,1,1.2888
0,0,0,0,0,0,0,2,1,1.1936
0,0,0,0,0,0,0,2,1,1.4469
0,0,0,0,0,0,0,1,1,1.6437
0,0,0,0,0,0,0,1,1,1.2051
0,0,0,0,0,0,0,1,1,1.0414
0,0,0,0,0,0,0,1,1,1.1867
0,0,0,0,0,0,0,2,1,1.5936
0,0,0,0,0,0,0,1,1,1.2727
0,0,0,0,0,0,0,1,1,2.4428
0,0,0,0,0,0,0,1,1,1.7249
0,0,0,0,0,0,0,2,1,1.7348
0,0,0,0,0,0,0,1,1,2.0068
0,0,0,0,0,0,0,1,1,2.8346
0,0,0,0,0,0,0,1,1,1.877
0,0,0,0,0,0,0,1,1,1.2324
0,0,0,0,0,0,0,1,1,1.3525
0,0,0,0,0,0,0,2,1,1.6782
0,0,0,0,0,0,0,2,1,2.1841
0,0,0,0,0,0,0,1,1,1.8973
0,0,0,0,0,0,0,2,1,4.1115
0,0,0,0,0,0,0,1,1,1.6144
0,0,0,0,0,0,0,2,1,2.0424
0,0,0,0,0,0,0,2,1,1.1993
0,0,0,0,0,0,0,1,1,2.5362
0,0,0,0,0,0,0,2,1,1.4842
0,0,0,0,0,0,0,1,1,1.3307
0,0,0,0,0,0,0,2,1,1.2077
0,0,0,0,0,0,0,2,1,1.67
0,0,0,0,0,0,0,1,1,1.2834
0,0,0,0,0,0,0,1,1,1.5158
0,0,0,0,0,0,0,1,1,1.3849
0,0,0,0,0,0,0,1,1,1.3446
0,0,0,0,0,0,0,1,1,1.354
0,0,0,0,0,0,0,1,1,2.1938
0,0,0,0,0,0,0,1,1,1.3239
