Trial_number,Sentence_ID,Sentence_pixel_length,Congruent_1,Familiar_1,LocationTop_1,Cued_1,Trialcorrect_1,Trialbroken_1,ST
0,0,0,0,0,0,0,1,1,3.9119
0,0,0,0,0,0,0,1,1,1.135
0,0,0,0,0,0,0,2,1,3.0654
0,0,0,0,0,0,0,2,1,1.1724
0,0,0,0,0,0,0,1,1,1.2816
0,0,0,0,0,0,0,1,1,1.0726
0,0,0,0,0,0,0,1,1,4.8531
0,0,0,0,0,0,0,1,1,1.8586
0,0,0,0,0,0,0,2,1,1.8386
0,0,0,0,0,0,0,1,1,1.4485
0,0,0,0,0,0,0,2,1,1.19
0,0,0,0,0,0,0,1,1,1.9042
0,0,0,0,0,0,0,2,1,1.6317
0,0,0,0,0,0,0,2,1,1.769
0,0,0,0,0,0,0,1,1,4.8229
0,0,0,0,0,0,0,1,1,2.0674
0,0,0,0,0,0,0,1,1,3.2423
0,0,0,0,0,0,0,1,1,1.4822
0,0,0,0,0,0,0,1,1,1.061
0,0,0,0,0,0,0,2,1,1.1328
0,0,0,0,0,0,0,1,1,1.4181
0,0,0,0,0,0,0,2,1,1.2012
0,0,0,0,0,0,0,1,1,1.9055
0,0,0,0,0,0,0,1,1,1.4106
0,0,0,0,0,0,0,1,1,1.2291
0,0,0,0,0,0,0,1,1,2.2938
0,0,0,0,0,0,0,2,1,1.4413
0,0,0,0,0,0,0,1,1,1.5459
0,0,0,0,0,0,0,2,1,2.0956
0,0,0,0,0,0,0,1,1,1.0184
0,0,0,0,0,0,0,1,1,1.2983
0,0,0,0,0,0,0,1,1,1.5882
0,0,0,0,0,0,0,2,1,2.0135
0,0,0,0,0,0,0,1,1,1.1083
0,0,0,0,0,0,0,2,1,0.92771
0,0,0,0,0,0,0,1,1,1.5116
0,0,0,0,0,0,0,1,1,1.3176
0,0,0,0,0,0,0,2,1,1.3599
0,0,0,0,0,0,0,1,1,1.1481
0,0,0,0,0,0,0,2,1,0.96168
0,0,0,0,0,0,0,1,1,2.0797
0,0,0,0,0,0,0,1,1,1.1095
0,0,0,0,0,0,0,2,1,1.0455
0,0,0,0,0,0,0,1,1,1.1307
0,0,0,0,0,0,0,1,1,1.2417
0,0,0,0,0,0,0,2,1,1.3184
0,0,0,0,0,0,0,1,1,2.3827
0,0,0,0,0,0,0,2,1,1.9788
0,0,0,0,0,0,0,2,1,1.636
0,0,0,0,0,0,0,2,1,1.4261
