Trial_number,Sentence_ID,Sentence_pixel_length,Congruent_1,Familiar_1,LocationTop_1,Cued_1,Trialcorrect_1,Trialbroken_1,ST
0,0,0,0,0,0,0,0,0,5.0123
0,0,0,0,0,0,0,2,1,3.8209
0,0,0,0,0,0,0,0,1,2.1338
0,0,0,0,0,0,0,1,1,2.9882
0,0,0,0,0,0,0,1,1,1.9167
0,0,0,0,0,0,0,2,1,1.3635
0,0,0,0,0,0,0,1,1,1.7666
0,0,0,0,0,0,0,1,1,1.7639
0,0,0,0,0,0,0,1,1,1.8844
0,0,0,0,0,0,0,2,1,1.079
0,0,0,0,0,0,0,1,1,1.4989
0,0,0,0,0,0,0,1,1,1.5012
0,0,0,0,0,0,0,1,1,3.1053
0,0,0,0,0,0,0,1,1,1.6017
0,0,0,0,0,0,0,2,1,1.784
0,0,0,0,0,0,0,1,1,1.6867
0,0,0,0,0,0,0,1,1,1.8105
0,0,0,0,0,0,0,2,1,1.6308
0,0,0,0,0,0,0,1,1,1.6005
0,0,0,0,0,0,0,2,1,1.9035
0,0,0,0,0,0,0,1,1,2.0425
0,0,0,0,0,0,0,1,1,2.8978
0,0,0,0,0,0,0,2,1,1.4185
0,0,0,0,0,0,0,1,1,1.8634
0,0,0,0,0,0,0,1,1,1.7805
0,0,0,0,0,0,0,1,1,1.6074
0,0,0,0,0,0,0,1,1,1.7866
0,0,0,0,0,0,0,1,1,2.5425
0,0,0,0,0,0,0,1,1,1.5762
0,0,0,0,0,0,0,1,1,1.5981
0,0,0,0,0,0,0,1,1,1.5351
0,0,0,0,0,0,0,1,1,1.8667
0,0,0,0,0,0,0,2,1,1.7412
0,0,0,0,0,0,0,1,1,2.325
0,0,0,0,0,0,0,2,1,1.8069
0,0,0,0,0,0,0,2,1,1.4047
0,0,0,0,0,0,0,2,1,1.4736
0,0,0,0,0,0,0,1,1,2.3763
0,0,0,0,0,0,0,1,1,2.1329
0,0,0,0,0,0,0,1,1,1.4852
0,0,0,0,0,0,0,2,1,1.3503
0,0,0,0,0,0,0,2,1,1.7681
0,0,0,0,0,0,0,1,1,1.6819
0,0,0,0,0,0,0,2,1,1.7897
0,0,0,0,0,0,0,2,1,1.9188
0,0,0,0,0,0,0,2,1,3.0665
