Trial_number,Sentence_ID,Sentence_pixel_length,Congruent_1,Familiar_1,LocationTop_1,Cued_1,Trialcorrect_1,Trialbroken_1,ST
0,0,0,0,0,0,0,1,1,2.7768
0,0,0,0,0,0,0,1,1,4.665
0,0,0,0,0,0,0,0,0,5.0058
0,0,0,0,0,0,0,2,1,3.2088
0,0,0,0,0,0,0,0,0,5.0076
0,0,0,0,0,0,0,0,0,5.0087
0,0,0,0,0,0,0,2,1,2.3464
0,0,0,0,0,0,0,2,1,2.839
0,0,0,0,0,0,0,2,1,3.5255
0,0,0,0,0,0,0,0,0,5.0154
0,0,0,0,0,0,0,1,1,3.5384
0,0,0,0,0,0,0,2,1,4.9503
0,0,0,0,0,0,0,1,1,1.3298
0,0,0,0,0,0,0,1,1,2.4244
0,0,0,0,0,0,0,2,1,2.5197
0,0,0,0,0,0,0,2,1,1.8406
0,0,0,0,0,0,0,1,1,1.6906
0,0,0,0,0,0,0,2,1,4.2163
0,0,0,0,0,0,0,1,1,3.0795
0,0,0,0,0,0,0,1,1,3.9597
0,0,0,0,0,0,0,2,1,2.9591
0,0,0,0,0,0,0,0,0,5.0131
0,0,0,0,0,0,0,0,1,2.6146
0,0,0,0,0,0,0,0,0,5.0132
0,0,0,0,0,0,0,0,1,4.9434
