subID,dot_lag,Trial_number,Sentence_ID,Sentence_pixel_length,Congruent_1,Familiar_1,LocationTop_1,Cued_1,Trialcorrect_1,Trialbroken_1,ST,subID
7,5,28,28,100,2,2,2,2,1,1,0.90943,7
7,5,14,14,115,2,1,1,2,1,1,0.90075,7
7,0.75,32,32,0,1,1,2,1,0,0,0.017179,7
7,5,30,30,97,2,2,2,1,1,1,0.84166,7
7,5,23,23,103,2,1,2,2,1,1,0.80773,7
7,5,13,13,118,2,1,2,2,1,1,0.85195,7
7,5,4,4,128,1,2,2,1,1,1,0.87504,7
7,5,12,12,122,1,2,2,1,1,1,0.79898,7
7,5,5,5,133,1,2,2,2,1,1,0.91049,7
7,5,23,23,109,1,2,1,2,1,1,0.90167,7
7,0,31,31,0,1,1,2,1,1,1,0.84482,7
7,5,11,11,125,2,2,2,2,1,1,0.89643,7
7,5,9,9,125,1,1,1,1,1,1,0.9835,7
7,5,17,17,113,1,1,1,1,1,1,1.0446,7
7,5,16,16,111,2,1,1,1,1,1,0.97933,7
7,5,10,10,124,1,1,2,1,1,1,0.83781,7
7,5,29,29,102,2,1,1,1,1,1,1.2833,7
7,5,21,21,109,2,2,2,2,1,1,0.84327,7
7,5,23,23,109,1,1,1,2,1,1,0.55904,7
7,5,18,18,111,1,1,1,2,0,0,0.0024235,7
7,5,12,12,117,2,2,1,2,1,1,1.7034,7
7,5,12,12,117,2,1,2,2,1,1,0.86266,7
7,5,17,17,113,1,1,1,2,1,1,1.1886,7
7,5,6,6,129,1,1,2,2,1,1,0.87634,7
7,0,32,32,0,1,1,1,1,1,1,0.87385,7
7,5,4,4,125,2,2,2,1,1,1,0.92905,7
7,5,15,15,116,1,2,2,1,1,1,0.91012,7
7,5,5,5,133,1,2,2,1,1,1,0.82885,7
7,5,26,26,106,1,2,1,2,1,1,1.4369,7
7,5,4,4,125,2,1,2,1,1,1,0.99682,7
7,5,25,25,106,1,2,2,2,1,1,0.80559,7
7,0,31,31,0,1,1,1,1,1,1,0.69361,7
7,5,21,21,114,1,2,1,2,1,1,0.9751,7
7,5,5,5,129,2,2,2,1,1,1,0.87295,7
7,5,11,11,125,2,1,1,2,0,0,0.015336,7
7,5,24,24,110,1,2,2,2,1,1,1.1308,7
7,5,19,19,112,2,1,2,1,1,1,0.81084,7
7,5,1,1,134,1,2,1,1,1,1,1.0246,7
7,5,16,16,111,2,1,1,2,1,1,0.92632,7
7,5,2,2,133,2,1,1,1,1,1,0.94047,7
7,5,8,8,129,1,1,1,2,1,1,0.91771,7
7,5,25,25,106,1,1,2,1,1,1,0.84406,7
7,5,1,1,136,2,2,1,1,1,1,0.82823,7
7,5,2,2,131,1,2,2,2,1,1,0.76127,7
7,5,24,24,110,2,1,1,1,1,1,0.97383,7
7,5,10,10,124,1,2,2,1,1,1,0.82119,7
7,0,32,32,0,1,1,1,1,1,1,0.73731,7
7,5,23,23,109,1,1,2,1,1,1,1.0316,7
7,5,2,2,131,1,1,1,2,1,1,1.1017,7
7,5,8,8,128,2,1,1,1,1,1,0.58911,7
7,5,3,3,129,1,1,1,1,1,1,1.0064,7
7,5,6,6,129,1,2,2,2,1,1,0.92414,7
7,0,32,32,0,1,1,1,1,1,1,0.85305,7
7,5,10,10,124,1,1,1,1,1,1,0.51961,7
7,5,13,13,118,1,2,1,2,1,1,0.85266,7
7,5,22,22,111,1,2,2,1,1,1,1.0368,7
7,5,2,2,133,2,2,2,2,1,1,0.76131,7
7,5,4,4,125,2,1,1,2,1,1,0.93595,7
7,5,5,5,129,2,2,1,1,1,1,0.92733,7
7,5,17,17,121,2,1,2,2,1,1,0.86881,7
7,5,18,18,117,2,2,1,1,1,1,1.1238,7
7,5,15,15,121,2,1,2,1,1,1,0.88619,7
7,5,11,11,125,2,1,2,2,1,1,0.91182,7
7,1,31,31,0,1,1,1,1,0,0,0.01494,7
7,5,28,28,108,1,2,2,2,1,1,0.96572,7
7,5,1,1,136,2,1,2,1,1,1,1.5625,7
7,5,7,7,128,2,1,2,2,1,1,0.85354,7
7,5,27,27,106,1,1,1,1,1,1,0.89115,7
7,5,8,8,129,1,1,1,1,1,1,0.91587,7
7,5,17,17,121,2,2,2,2,1,1,0.7868,7
7,5,20,20,115,2,2,2,2,1,1,0.93109,7
7,5,26,26,106,1,2,2,1,1,1,1.1563,7
7,5,4,4,128,1,1,1,1,1,1,0.83867,7
7,5,13,13,118,2,1,2,1,1,1,1.0315,7
7,5,16,16,128,1,2,2,1,1,1,1.119,7
7,0.75,32,32,0,1,1,2,1,0,0,0.011115,7
7,5,27,27,106,1,1,2,2,1,1,0.88289,7
7,5,11,11,123,1,2,1,2,1,1,0.95914,7
7,5,25,25,106,1,1,1,1,1,1,1.0231,7
7,5,26,26,105,2,1,1,2,1,1,1.0288,7
7,5,26,26,105,2,2,2,2,1,1,0.92994,7
7,5,20,20,110,1,2,1,1,1,1,1.8414,7
7,5,22,22,111,1,2,2,2,1,1,0.85163,7
7,5,3,3,129,1,2,2,1,1,1,1.0307,7
7,0,32,32,0,1,1,2,1,1,1,0.80425,7
7,5,27,27,106,1,1,2,1,1,1,0.92179,7
7,5,27,27,104,2,1,1,1,1,1,1.3502,7
7,5,12,12,122,1,1,2,1,1,1,0.83803,7
7,5,10,10,128,2,2,2,1,1,1,0.73566,7
7,5,23,23,103,2,1,1,1,1,1,1.0542,7
7,5,4,4,125,2,2,1,1,1,1,1.1577,7
7,5,25,25,111,2,2,2,1,1,1,0.94449,7
7,5,24,24,110,2,1,2,1,1,1,0.8093,7
7,5,2,2,133,2,2,2,1,1,1,0.83049,7
7,5,2,2,133,2,1,1,2,1,1,1.0588,7
7,5,28,28,108,1,1,2,2,1,1,1.0037,7
7,0,31,31,0,1,1,1,1,1,1,1.7086,7
7,5,12,12,117,2,1,1,2,1,1,0.75404,7
7,5,4,4,128,1,2,2,2,1,1,0.9554,7
7,5,20,20,110,1,1,2,1,1,1,0.82805,7
7,5,18,18,111,1,1,1,1,1,1,1.334,7
7,5,14,14,121,1,1,2,1,1,1,0.94326,7
7,5,21,21,114,1,1,1,2,1,1,1.0611,7
7,5,15,15,121,2,2,1,1,1,1,0.92761,7
7,5,9,9,125,1,1,2,2,1,1,0.9088,7
7,5,3,3,133,2,1,1,1,1,1,1.1742,7
7,0,31,31,0,1,1,1,1,1,1,0.76357,7
7,5,30,30,96,1,2,2,1,1,1,0.83058,7
7,5,13,13,118,1,2,1,1,1,1,0.92941,7
7,5,5,5,129,2,1,2,1,1,1,1.0801,7
7,5,5,5,129,2,1,1,1,1,1,0.93481,7
7,5,8,8,128,2,1,1,2,1,1,0.90229,7
7,5,2,2,131,1,2,2,1,1,1,0.8496,7
7,5,14,14,115,2,2,2,1,1,1,0.77833,7
7,5,25,25,106,1,2,1,2,1,1,1.646,7
7,5,2,2,131,1,1,1,1,1,1,1.1823,7
7,5,30,30,97,2,2,1,2,1,1,1.1543,7
7,5,14,14,121,1,2,2,1,1,1,0.59735,7
7,0,31,31,0,1,1,2,1,1,1,0.77132,7
7,5,15,15,116,1,2,1,2,1,1,1.1818,7
7,5,22,22,111,1,2,1,2,1,1,1.2966,7
7,5,3,3,133,2,2,2,2,1,1,0.75378,7
7,5,21,21,109,2,1,2,2,1,1,0.79541,7
7,5,2,2,131,1,1,2,2,1,1,0.83798,7
7,5,2,2,133,2,1,2,1,1,1,0.94688,7
7,5,20,20,110,1,1,2,2,1,1,0.95449,7
7,0.75,32,32,0,1,1,2,1,1,1,0.85836,7
7,5,9,9,129,2,1,1,1,1,1,0.96693,7
7,5,30,30,97,2,1,1,1,1,1,1.0173,7
7,5,4,4,128,1,2,1,2,1,1,0.85949,7
7,5,12,12,122,1,2,1,1,1,1,1.2841,7
7,5,28,28,108,1,2,1,2,1,1,1.3775,7
7,5,8,8,129,1,2,2,1,1,1,0.87412,7
7,5,24,24,110,2,2,2,1,1,1,0.82556,7
7,5,1,1,134,1,1,2,1,1,1,0.93598,7
7,5,19,19,115,1,1,2,1,1,1,0.43644,7
7,5,5,5,129,2,1,1,2,1,1,1.032,7
7,5,21,21,114,1,2,2,1,1,1,0.81989,7
7,5,15,15,116,1,1,2,1,1,1,0.83142,7
7,5,19,19,112,2,1,1,2,1,1,1.4124,7
7,5,19,19,112,2,2,2,2,1,1,0.86838,7
7,0,32,32,0,1,1,1,1,1,1,0.62904,7
7,5,19,19,112,2,2,1,2,1,1,1.0003,7
7,5,3,3,133,2,2,1,2,1,1,1.0464,7
7,5,15,15,116,1,2,2,2,1,1,0.90708,7
7,5,3,3,133,2,2,2,1,1,1,1.2001,7
7,5,19,19,115,1,1,2,2,1,1,1.1352,7
7,5,24,24,110,2,2,1,2,1,1,1.4548,7
7,5,20,20,115,2,1,2,1,1,1,0.8844,7
7,5,8,8,129,1,1,2,1,1,1,0.77588,7
7,5,29,29,93,1,1,1,2,1,1,1.5755,7
7,1,32,32,0,1,1,1,1,0,0,0.0066439,7
7,5,19,19,115,1,2,1,2,1,1,0.8494,7
7,5,14,14,115,2,1,2,1,0,0,0.0044798,7
7,5,20,20,115,2,2,2,1,1,1,1.0319,7
7,5,3,3,133,2,1,2,1,1,1,0.81945,7
7,5,6,6,129,2,1,2,2,1,1,0.84896,7
7,0.75,31,31,0,1,1,1,1,0,1,0.59152,7
7,5,18,18,111,1,2,2,2,1,1,0.93365,7
7,5,11,11,123,1,2,1,1,0,0,0.0068869,7
7,5,9,9,129,2,2,2,1,1,1,0.79452,7
7,5,15,15,116,1,2,1,1,1,1,1.091,7
7,5,11,11,125,2,2,1,2,1,1,0.97988,7
7,5,13,13,118,2,2,1,1,1,1,0.95262,7
7,5,11,11,123,1,1,2,2,1,1,0.8311,7
7,5,8,8,129,1,1,2,2,1,1,0.81547,7
7,5,8,8,129,1,2,2,2,1,1,0.82476,7
7,5,19,19,112,2,2,2,1,1,1,0.82136,7
7,1,32,32,0,1,1,1,1,0,0,0.0065007,7
7,5,10,10,128,2,1,2,1,1,1,0.75701,7
7,5,8,8,128,2,1,2,1,1,1,0.80451,7
7,5,2,2,133,2,2,1,2,1,1,1.117,7
7,5,9,9,125,1,2,1,2,1,1,1.0464,7
7,5,14,14,115,2,1,1,1,0,1,1.6047,7
7,5,6,6,129,1,1,2,1,1,1,0.45159,7
7,5,11,11,125,2,2,2,1,1,1,0.92895,7
7,5,26,26,105,2,1,1,1,1,1,1.1514,7
7,5,17,17,113,1,2,1,1,0,0,0.0019256,7
7,5,20,20,110,1,2,2,2,1,1,1.1024,7
7,5,7,7,127,1,1,2,2,1,1,0.84226,7
7,1,31,31,0,1,1,1,1,0,0,0.006758,7
7,5,24,24,110,2,2,2,2,1,1,1.0769,7
7,5,1,1,134,1,2,1,2,1,1,0.88999,7
7,5,14,14,115,2,2,2,2,1,1,0.88488,7
7,5,3,3,133,2,1,2,2,1,1,0.80951,7
7,5,19,19,115,1,2,2,2,1,1,0.85975,7
7,5,8,8,128,2,1,2,2,1,1,0.99942,7
7,5,16,16,128,1,1,1,1,1,1,1.1706,7
7,5,6,6,129,2,2,2,1,1,1,1.0744,7
7,5,27,27,106,1,2,1,1,1,1,1.1173,7
7,5,20,20,115,2,2,1,1,1,1,1.1481,7
7,5,21,21,109,2,1,1,2,1,1,1.1301,7
7,5,7,7,127,1,1,1,1,1,1,1.0154,7
7,5,1,1,134,1,2,2,2,1,1,0.91119,7
7,1,32,32,0,1,1,1,1,0,0,0.014804,7
7,5,26,26,106,1,1,1,2,1,1,1.0444,7
7,5,21,21,109,2,1,2,1,1,1,0.94909,7
7,5,13,13,118,2,1,1,2,1,1,1.4037,7
7,5,8,8,128,2,2,1,2,1,1,1.1283,7
7,5,15,15,121,2,1,1,1,1,1,1.0507,7
7,5,16,16,111,2,2,2,1,1,1,0.93251,7
7,0,31,31,0,1,1,1,1,1,1,0.762,7
7,5,16,16,111,2,2,1,1,1,1,1.3264,7
7,5,6,6,129,2,2,1,2,1,1,1.1395,7
7,5,17,17,113,1,2,1,2,1,1,1.0274,7
7,5,23,23,103,2,1,1,2,1,1,1.5693,7
7,5,28,28,100,2,1,2,1,1,1,0.91091,7
7,5,30,30,96,1,1,2,2,1,1,0.88106,7
7,5,6,6,129,1,1,1,1,1,1,1.1435,7
7,5,9,9,129,2,2,1,1,1,1,0.92163,7
7,5,12,12,122,1,2,2,2,1,1,0.86871,7
7,5,1,1,136,2,2,2,1,1,1,0.97126,7
7,5,4,4,128,1,1,2,2,1,1,0.85278,7
7,5,2,2,133,2,2,1,1,1,1,1.7603,7
7,5,17,17,121,2,2,1,1,1,1,0.92763,7
7,0.75,31,31,0,1,1,1,1,0,1,1.0688,7
7,5,17,17,113,1,2,2,2,1,1,0.8369,7
7,5,26,26,106,1,1,1,1,1,1,1.0698,7
7,5,28,28,108,1,2,1,1,1,1,1.1059,7
7,5,30,30,97,2,2,2,2,1,1,1.011,7
7,5,9,9,125,1,2,1,1,1,1,1.0662,7
7,5,24,24,110,1,2,1,2,1,1,1.2092,7
7,5,30,30,97,2,1,2,2,1,1,0.87366,7
7,5,7,7,128,2,1,1,1,1,1,1.0991,7
7,5,11,11,125,2,1,2,1,1,1,0.89602,7
7,0,31,31,0,1,1,2,1,1,1,1.1231,7
7,5,21,21,109,2,1,1,1,1,1,1.0545,7
7,5,25,25,106,1,2,2,1,1,1,0.82296,7
7,5,29,29,93,1,1,2,1,1,1,1.1518,7
7,5,12,12,122,1,1,1,2,1,1,1.3881,7
7,5,26,26,105,2,2,1,1,1,1,1.0798,7
7,0.75,31,31,0,1,1,2,1,0,1,0.63221,7
7,5,21,21,109,2,2,2,1,1,1,0.92374,7
7,5,24,24,110,2,1,2,2,1,1,0.97266,7
7,5,14,14,115,2,2,1,2,1,1,1.2251,7
7,5,28,28,100,2,2,1,1,1,1,0.99358,7
7,5,9,9,129,2,2,2,2,1,1,1.0945,7
7,5,3,3,129,1,2,1,2,1,1,1.2543,7
7,5,24,24,110,2,1,1,2,1,1,0.92075,7
7,5,1,1,134,1,2,2,1,1,1,1.1515,7
7,5,26,26,106,1,1,2,1,1,1,1.029,7
7,5,13,13,118,1,2,2,2,1,1,1.2727,7
7,5,22,22,115,2,1,2,2,1,1,1.167,7
7,5,7,7,128,2,2,2,2,1,1,0.9062,7
7,5,13,13,118,2,1,1,1,0,0,0.0084781,7
7,5,7,7,127,1,1,2,1,1,1,1.7763,7
7,1,32,32,0,1,1,2,1,0,0,0.0036501,7
7,5,24,24,110,1,1,2,2,1,1,1.2661,7
